store_id,place_id,store_name,address,city,region,lat,lng,rating,review_count,price_level,business_status,category,annual_sales_usd,lines_per_store,covered,source,phone,opening_hours,website,poi_count,google_types,vicinity,banner,format,reckitt_target
ChIJBwFZD4zxAjER3WvxaBqgAEY,ChIJBwFZD4zxAjER3WvxaBqgAEY,ME Mall Banchang,"162 หมู่ 6, อาคารโรบินสันบ้านฉาง, ชั้น 1, Tambon Ban Chang",Amphoe Ban Chang,Chon Buri,12.7399788,101.080771,0,0,0,Active,convenience_store,0,0,FALSE,scraped,099 353 9887,Monday: 10:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 9:00 PM,,0,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","162 หมู่ 6 ,อาคารโรบินสันบ้านฉาง, ชั้น 1, Tambon Ban Chang, Amphoe Ban Chang",Unknown independent convenience,Convenience,"REVIEW — Independent, likely target"
ChIJdanaciTyAjER5rx1NpLXez4,ChIJdanaciTyAjER5rx1NpLXez4,M Mart,"131/5 ม.5, ต.บ้านฉาง",Amphoe Ban Chang,Chon Buri,12.7272829,101.0640521,3.8,4,0,Active,convenience_store,0,0,FALSE,scraped,081 411 3567,Monday: 6:00 AM – 11:00 PM | Tuesday: 6:00 AM – 11:00 PM | Wednesday: 6:00 AM – 11:00 PM | Thursday: 6:00 AM – 11:00 PM | Friday: 6:00 AM – 11:00 PM | Saturday: 6:00 AM – 11:00 PM | Sunday: 6:00 AM – 11:00 PM,,0,"['convenience_store', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']","131/5 ม.5, ต.บ้านฉาง, Amphoe Ban Chang",Independent mart,Mini-mart,TARGET — Independent mart
ChIJQ1H5GLnvAjEROeS3OaEJ9x0,ChIJQ1H5GLnvAjEROeS3OaEJ9x0,PP Store,"Q46P+9WP, Huai Pong",Mueang Rayong District,Chon Buri,12.7609602,101.1373549,1,1,0,Active,convenience_store,0,0,FALSE,scraped,,Monday: 7:00 AM – 9:00 PM | Tuesday: 7:00 AM – 9:00 PM | Wednesday: 7:00 AM – 9:00 PM | Thursday: 7:00 AM – 9:00 PM | Friday: 7:00 AM – 9:00 PM | Saturday: 7:00 AM – 9:00 PM | Sunday: 7:00 AM – 9:00 PM,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","Q46P+9WP, Huai Pong, Mueang Rayong District",Independent store,Mini-mart / grocer,TARGET — Independent store
ChIJ9b21dOjxAjERLAWI5hldDlw,ChIJ9b21dOjxAjERLAWI5hldDlw,ร้านปศุสัตว์OK เทสโก้ โลตัส รามนุช14 ระยอง,"P3VR+9WP, Sukhumvit Road",Amphoe Ban Chang,Chon Buri,12.7434575,101.0923436,4.4,5,0,Active,convenience_store,0,0,FALSE,scraped,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://www.thailandpost.co.th/th/index/,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","P3VR+9WP, Sukhumvit Road, Amphoe Ban Chang",Unknown independent convenience,Convenience,"REVIEW — Independent, likely target"
ChIJfcKXawD7AjERkUQ7SorAlqU,ChIJfcKXawD7AjERkUQ7SorAlqU,happy cham,"95, 1 ถ.หลังวัดมาบตาพุด, ต.มาบตาพุด",อ.เมือง,Chon Buri,12.731033,101.1836884,0,0,0,Active,convenience_store,0,0,FALSE,scraped,,,,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","95, 1 ถ.หลังวัดมาบตาพุด, ต.มาบตาพุด, อ.เมือง",Unknown independent convenience,Convenience,"REVIEW — Independent, likely target"
ChIJce_NtgqOAjERSTZDnQleXWU,ChIJce_NtgqOAjERSTZDnQleXWU,Nordic Tropical Resort,"190, Soi Tesaban 19, Tambon Sattahip",Sattahip,Chon Buri,12.741282,100.8886719,4.7,64,0,Active,convenience_store,0,0,FALSE,scraped,089 249 3331,Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:00 AM – 5:00 PM | Sunday: 8:00 AM – 5:00 PM,http://www.nordicbangsaray.com/,0,"['convenience_store', 'cafe', 'lodging', 'gym', 'health', 'food', 'point_of_interest', 'store', 'establishment']","190, Soi Tesaban 19, Tambon Sattahip, Sattahip",Unknown independent convenience,Convenience,"REVIEW — Independent, likely target"
ChIJgSlKIgCNAjERYKmuB_ZMj8k,ChIJgSlKIgCNAjERYKmuB_ZMj8k,Convenience store,"QV7R+3XG, Bang Sare",Sattahip District,Chon Buri,12.7627222,100.8923737,3.3,3,0,Active,convenience_store,0,0,FALSE,scraped,,,,0,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","QV7R+3XG, Bang Sare, Sattahip District",Independent convenience,Convenience,TARGET — Independent convenience
ChIJWQDoFoGPAjERGd0gk9eyKXk,ChIJWQDoFoGPAjERGd0gk9eyKXk,ร้านค้าสวัสดิการ PX ศฝท.ยศ.ทร.,"PVXJ+JP2, ไปรษณีย์เกล็ดแก้ว ในอาคารเยี่ยมญาติ, ตำบลบางเสร่, ตำบล",Amphoe Sattahip,Chon Buri,12.7490091,100.881778,4.4,27,0,Active,convenience_store,0,0,FALSE,scraped,,Monday: 8:00 AM – 7:30 PM | Tuesday: 8:00 AM – 7:30 PM | Wednesday: 8:00 AM – 7:30 PM | Thursday: 8:00 AM – 7:30 PM | Friday: 8:00 AM – 7:30 PM | Saturday: 8:00 AM – 7:30 PM | Sunday: 8:00 AM – 7:30 PM,,0,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","PVXJ+JP2, ไปรษณีย์เกล็ดแก้ว ในอาคารเยี่ยมญาติ, ตำบลบางเสร่, ตำบล, Amphoe Sattahip",Independent shop (ร้านค้า),General store,TARGET — Local shop
ChIJOxSxFmaNAjERtM2S2xdije4,ChIJOxSxFmaNAjERtM2S2xdije4,Pinkamon Minimart,"177 หมู่ 10, Tambon Bang Sare",Amphoe Sattahip,Chon Buri,12.7337951,100.904587,5,2,0,Active,convenience_store,0,0,FALSE,scraped,,Monday: 7:00 AM – 8:00 PM | Tuesday: 7:00 AM – 8:00 PM | Wednesday: 7:00 AM – 8:00 PM | Thursday: 7:00 AM – 8:00 PM | Friday: 7:00 AM – 8:00 PM | Saturday: 7:00 AM – 8:00 PM | Sunday: 7:00 AM – 8:00 PM,,0,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","177 หมู่ 10, Tambon Bang Sare, Amphoe Sattahip",Independent mini-mart,Mini-mart,TARGET — Independent mini-mart
ChIJ3RAzIACTAjERJrg7-Uav6fE,ChIJ3RAzIACTAjERJrg7-Uav6fE,Guy and Lek's Shop,Khao Malako,Chon Buri,Chon Buri,12.7865192,100.9433714,5,2,0,Active,convenience_store,0,0,FALSE,scraped,,,,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",Khao Malako,Independent shop / mart,Mini-mart,TARGET — Likely independent
ChIJh4o1pEGSAjERunUN2PyuxY8,ChIJh4o1pEGSAjERunUN2PyuxY8,Sapphehera Shop,"QWP8+XJ6, Sukhumvit Road",Amphoe Sattahip,Chon Buri,12.7874124,100.9165235,5,1,0,Active,convenience_store,0,0,FALSE,scraped,,,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","QWP8+XJ6, Sukhumvit Road, Amphoe Sattahip",Independent shop / mart,Mini-mart,TARGET — Likely independent
ChIJKymILKrlAjERCdbflz2wcSM,ChIJKymILKrlAjERCdbflz2wcSM,PP Shop,Map Kha,Nikhom Phatthana District,Chon Buri,12.7837095,101.1772048,3,1,0,Active,convenience_store,0,0,FALSE,scraped,,,,0,"['convenience_store', 'store', 'point_of_interest', 'food', 'establishment']","Map Kha, Nikhom Phatthana District",Independent shop / mart,Mini-mart,TARGET — Likely independent
ChIJ5w1DQwDvAjERa2kqO9eRugI,ChIJ5w1DQwDvAjERa2kqO9eRugI,HTAR HTAR MON,"13 อบต.นิคมพัฒนา ซอย 4 สาย 13, Tambon Nikhom Phatthana",Amphoe Nikhom Phatthana,Chon Buri,12.815798,101.1531736,0,0,0,Active,convenience_store,0,0,FALSE,scraped,,,,0,"['convenience_store', 'store', 'point_of_interest', 'food', 'establishment']","13 อบต.นิคมพัฒนา ซอย 4 สาย 13, Tambon Nikhom Phatthana, Amphoe Nikhom Phatthana",Unknown independent convenience,Convenience,"REVIEW — Independent, likely target"
ChIJX3Ar7kX8AjERYWSyMJ3j2TA,ChIJX3Ar7kX8AjERYWSyMJ3j2TA,Odila Market,M7PP+46X,Mueang Rayong District,Chon Buri,12.6853722,101.2856178,4.1,36,0,Active,convenience_store,0,0,FALSE,scraped,095 416 3236,Monday: 8:30 AM – 9:00 PM | Tuesday: 8:30 AM – 9:00 PM | Wednesday: 8:30 AM – 9:00 PM | Thursday: 8:30 AM – 9:00 PM | Friday: 8:30 AM – 9:00 PM | Saturday: 8:30 AM – 9:00 PM | Sunday: 8:30 AM – 9:00 PM,,0,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","M7PP+46X, Mueang Rayong District",Unknown independent convenience,Convenience,"REVIEW — Independent, likely target"
ChIJjT4O5Ef8AjERLuz9anAorEA,ChIJjT4O5Ef8AjERLuz9anAorEA,ร้าน eCosway ระยอง (ซ.ศูนย์การค้า 3),"83, 9 ซอยศูนย์การค้า 3",อ.เมือง,Chon Buri,12.6798318,101.2859978,5,1,0,Active,convenience_store,0,0,FALSE,scraped,084 398 8442,,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","83, 9 ซอยศูนย์การค้า 3, อ.เมือง",Unknown independent convenience,Convenience,"REVIEW — Independent, likely target"
ChIJmav3ST_8AjERakztsQhD1gA,ChIJmav3ST_8AjERakztsQhD1gA,ร้าน eCosway ระยอง (วัดลุม),"14/47, ถนนตากสินมหาราช, ต.ท่าประดู่ อ.เมืองระยอง จ.ระยอง",21000,Chon Buri,12.677713,101.2803581,0,0,0,Active,convenience_store,0,0,FALSE,scraped,084 398 8442,,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","14/47, ถนนตากสินมหาราช, ต.ท่าประดู่ อ.เมืองระยอง จ.ระยอง, 21000",Unknown independent convenience,Convenience,"REVIEW — Independent, likely target"
ChIJJ8Z-FgATAzERj2nc0wv4mWs,ChIJJ8Z-FgATAzERj2nc0wv4mWs,ieman green mart,"341 Sukhumvit Road, Tambon Thang Kwian",Amphoe Klaeng,Chon Buri,12.7867468,101.6729964,0,0,0,Active,convenience_store,0,0,FALSE,scraped,,,,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","341 Sukhumvit Road, Tambon Thang Kwian, Amphoe Klaeng",Independent mart,Mini-mart,TARGET — Independent mart
ChIJp36Ozf_iAjERn7n893wEUro,ChIJp36Ozf_iAjERn7n893wEUro,"MORE STORE CO.,LTD","94, บ้านค่าย, 2 ถนนเทศบาล 2",Amphoe Ban Khai,Chon Buri,12.7888456,101.2985712,4.6,15,0,Active,convenience_store,0,0,FALSE,scraped,061 915 4592,Monday: 6:00 AM – 7:30 PM | Tuesday: 6:00 AM – 7:30 PM | Wednesday: 6:00 AM – 7:30 PM | Thursday: 6:00 AM – 7:30 PM | Friday: 6:00 AM – 7:30 PM | Saturday: 6:00 AM – 7:30 PM | Sunday: 6:00 AM – 7:30 PM,https://more-store.odoo.com/shop,0,"['supermarket', 'convenience_store', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']","94, บ้านค่าย, 2 ถนนเทศบาล 2, Amphoe Ban Khai",Independent store,Mini-mart / grocer,TARGET — Independent store
ChIJSSKHYQDjAjERkLdRSiErCxA,ChIJSSKHYQDjAjERkLdRSiErCxA,Seven,"88, 12 3575, Tambon Ban Khai",Amphoe Ban Khai,Chon Buri,12.7876976,101.2972156,5,1,0,Active,convenience_store,0,0,FALSE,scraped,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://www.7eleven.co.th/,0,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","88, 12 3575, Tambon Ban Khai, Amphoe Ban Khai",Unknown independent convenience,Convenience,"REVIEW — Independent, likely target"
ChIJ48H6WszjAjERMrqf4aYXpn4,ChIJ48H6WszjAjERMrqf4aYXpn4,"ถูกดี มีมาตรฐาน KA ทวีทรัพย์ ช้อป(รับบัตรสวัสดิการแห่งรัฐ, คนละครึ่ง, ไทยช่วยไทย)","2, 17 ม.3, ต.หนองละลอก",Amphoe Ban Khai,Chon Buri,12.78191,101.284563,5,2,0,Active,convenience_store,0,0,FALSE,scraped,,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 7:00 AM – 10:00 PM | Sunday: 7:00 AM – 10:00 PM,,0,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","2, 17 ม.3, ต.หนองละลอก, Amphoe Ban Khai",Unknown independent convenience,Convenience,"REVIEW — Independent, likely target"
ChIJH7GI4Xv7AjERdMqju6u9XJo,ChIJH7GI4Xv7AjERdMqju6u9XJo,PP Minimart,"P64G+8R9, Thap Ma",Mueang Rayong District,Chon Buri,12.7057974,101.2271163,3,1,0,Active,convenience_store,0,0,FALSE,scraped,,Monday: 6:00 AM – 9:00 PM | Tuesday: 6:00 AM – 9:00 PM | Wednesday: 6:00 AM – 9:00 PM | Thursday: 6:00 AM – 9:00 PM | Friday: 6:00 AM – 9:00 PM | Saturday: 6:00 AM – 9:00 PM | Sunday: 6:00 AM – 9:00 PM,,0,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","P64G+8R9, Thap Ma, Mueang Rayong District",Independent mini-mart,Mini-mart,TARGET — Independent mini-mart
ChIJUZ_4LQD7AjERyBl1_GMO_0k,ChIJUZ_4LQD7AjERyBl1_GMO_0k,กล่องไปรษณีย์ระยอง u box,"เลขที่ 18/12 หมู่ 1, ตำบลเนินพระ",อำเภอเมืองระยอง,Chon Buri,12.687975,101.2449925,0,0,0,Active,convenience_store,0,0,FALSE,scraped,062 753 9355,Monday: 9:00 AM – 7:00 PM | Tuesday: 9:00 AM – 7:00 PM | Wednesday: 9:00 AM – 7:00 PM | Thursday: 9:00 AM – 7:00 PM | Friday: 9:00 AM – 7:00 PM | Saturday: 9:00 AM – 7:00 PM | Sunday: 9:00 AM – 7:00 PM,,0,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","เลขที่ 18/12 หมู่ 1, ตำบลเนินพระ, อำเภอเมืองระยอง",Unknown independent convenience,Convenience,"REVIEW — Independent, likely target"
ChIJ_6hg6H_7AjER8g3LzD5nQYE,ChIJ_6hg6H_7AjER8g3LzD5nQYE,Mom’sMadeShop,"59, 6 Saengchan 1 Road",Amphoe Mueang Rayong,Chon Buri,12.6780101,101.2211996,0,0,0,Active,convenience_store,0,0,FALSE,scraped,097 206 3456,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: Open 24 hours | Sunday: Open 24 hours,,0,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","59, 6 Saengchan 1 Road, Amphoe Mueang Rayong",Independent shop / mart,Mini-mart,TARGET — Likely independent
ChIJH4FCZPn7AjERKYitAvsTKas,ChIJH4FCZPn7AjERKYitAvsTKas,Cp all เนินพระ,M6GQ+95Q,Mueang Rayong District,Chon Buri,12.6759523,101.237973,5,1,0,Active,convenience_store,0,0,FALSE,scraped,,,,0,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","M6GQ+95Q, Mueang Rayong District",Unknown independent convenience,Convenience,"REVIEW — Independent, likely target"
ChIJ0bdbBw37AjERHn5WFL8A3uE,ChIJ0bdbBw37AjERHn5WFL8A3uE,Coco-packaging,"74, 7, Tambon Thapma",Amphoe Mueang Rayong,Chon Buri,12.718208,101.2405271,5,1,0,Active,convenience_store,0,0,FALSE,scraped,061 635 6919,Monday: Closed | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 10:00 AM – 6:00 PM | Sunday: Closed,https://www.facebook.com/profile.php?id=61558398861629&mibextid=LQQJ4d,0,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","74, 7, Tambon Thapma, Amphoe Mueang Rayong",Unknown independent convenience,Convenience,"REVIEW — Independent, likely target"
ChIJJSmq6rCUAjERgZBAul1DZ3I,ChIJJSmq6rCUAjERgZBAul1DZ3I,เจ้ปอนด์ มินิมาร์ท ธงฟ้าประชารัฐ (JAYBON MINIMART),"61 Moo.6 Tesabal Rd1, Huayyai",Banglamung,Chon Buri,12.866448,100.970795,4.6,11,0,Active,convenience_store,0,0,FALSE,scraped,082 469 4500,Monday: 6:30 AM – 8:00 PM | Tuesday: 6:30 AM – 8:00 PM | Wednesday: 6:30 AM – 8:00 PM | Thursday: 6:30 AM – 8:00 PM | Friday: 6:30 AM – 8:00 PM | Saturday: 6:30 AM – 8:00 PM | Sunday: 6:30 AM – 8:00 PM,https://www.facebook.com/%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%9B%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%8C%E0%B8%A1%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%A1%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%97-JayBon-Minimart-1505566726204193/,0,"['grocery_or_supermarket', 'convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","61 Moo.6 Tesabal Rd1, Huayyai, Banglamung",Independent mini-mart,Mini-mart,TARGET — Independent mini-mart
ChIJxRGNSynhAjERMbyfzrSg_yI,ChIJxRGNSynhAjERMbyfzrSg_yI,Max Mart,"21120, Nong Bua",Ban Khai District,Chon Buri,12.8675901,101.3145591,3,2,0,Active,convenience_store,0,0,FALSE,scraped,,,,0,"['convenience_store', 'point_of_interest', 'food', 'store', 'establishment']","21120, Nong Bua, Ban Khai District",Independent mart,Mini-mart,TARGET — Independent mart
ChIJXVkruTyYAjERm3DeLtF1ue4,ChIJXVkruTyYAjERm3DeLtF1ue4,Fresh Mart,WQCQ+Q3V,Bang Lamung District,Chon Buri,12.9219761,100.7876693,5,1,0,Active,convenience_store,0,0,FALSE,scraped,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","WQCQ+Q3V, Bang Lamung District",Independent mart,Mini-mart,TARGET — Independent mart
ChIJy-CcLwDpAjERUWabSUgIo4U,ChIJy-CcLwDpAjERUWabSUgIo4U,Zin,"W4H9+2VR, Phananikhom",Khao Maphut,Chon Buri,12.9276072,101.1196272,0,0,0,Active,convenience_store,0,0,FALSE,scraped,,,,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","W4H9+2VR, Phananikhom, Khao Maphut",Unknown independent convenience,Convenience,"REVIEW — Independent, likely target"
