store_id,store_name,address,city,account,district,region,lat,lng,category,annual_sales_usd,lines_per_store,fsm,covered,source,rating,review_count,price_level,phone,opening_hours,website,poi_count,place_id,business_status,google_types
34910603_CN95033,HOOR AL AIN HYPERMARKET - SINAW,"AL IRAQI,AL RUSTAQ,POB:46,PC:318, SULTANATE OF OMAN",Sinaw,TT,,Nizwa,22.48879916,58.02754342,Self Service,95859.791,27.45454545,Jinu,True,portfolio,4.1,26,0,,,,0,ChIJdwe01CXrjz4RXt9CGuNTOO4,,
34910603_CN96696,AL IDKHAR GIFT MARKET - ADAM,"ADAM, AL DAKHILIYAH, PC:618, POB:24",Adam,MT,,Nizwa,22.38749871,57.5253893,Discounters,94234.495,6.090909091,Jinu,True,portfolio,4.0,4,0,,,,0,ChIJoVWcMTlzjz4RetfKJlAnFJI,,
34910603_CNA386,AMER ALI SONS - SINAW,"AL MUDHAIBI,SINAW,PC:418,POB:27,SULTANATE OF OMAN",Sinaw,WS+IS,,Nizwa,22.48629907,58.02731016,Wholesale,89615.721,6.2,Jinu,True,portfolio,0.0,0,0,,,,0,,,
34910603_CNB1353,DUBAI SHOPPING CENTER INTL - MUDHAIBI,"AL SEEB, NORTH AL MOOLAH, PC:132, POB:1019",Nizwa,KEY ACCOUNT ,,Nizwa,22.57705951,58.12116001,Rest Of Key Accounts,81457.703,0.0,Jinu,True,portfolio,3.9,188,0,,,,0,ChIJ6yjyoB3Djz4R3vOEYfcfoJo,,
34910603_CN94936,AL TAMAM INTERNATIONAL - MUDHAIBI,"SULTANATE OF OMAN, MUSCAT,PC:114, POB:637, FANJA, 0, 0",Mudhaibi,TT,,Nizwa,22.569628,58.118164,Grocery,78887.013,38.66666667,Jinu,True,portfolio,3.8,126,0,,,,0,ChIJObtGaL_Djz4RsusXX2rp4h4,,
34910603_CN94473,SUPERMARKET 24 - NIZWA,"PC:612,MUSCAT,AL SEEB,AL KHAWD",Nizwa,TT,,Nizwa,22.88782997,57.55196732,Grocery,76665.397,26.8,Jinu,True,portfolio,4.5,94,0,,,,0,ChIJldDXkZP7jj4RH6xjn66GSuw,,
34910603_CN96499,AL SHIKH SHOPPING CENTER-SAMAD SHAN,"AR RUMAYS,SOUTH BATINAH, BARKA,PC:328,POB:78",Samad,MT,,Nizwa,22.8269777,58.16929316,Discounters,75924.435,45.0,Jinu,True,portfolio,4.0,640,0,,,,0,ChIJG5Y5eZbNjz4RUSUuCLd87Sc,,
34910603_CN94483,TAJ DELUXE SHOPPING - BEACH - KHADRA,"NORTH BATINAH, AL SUWAIQ,PC:315,POB:279",Khadra,TT,,Barka,23.87684309,57.34098927,Grocery,74370.061,21.16666667,Shaqsy,True,portfolio,0.0,0,0,,,,0,,,
34910603_CN95650,AL MANARA UNITED CO LLC-IZKI,"SULTANANE OF OMAN, P.O BOX -46, P. CODE -0, IZKI, AD DAKHILIYAH",Izky,MT,,Nizwa,22.93861679,57.75570417,Discounters,66877.331,15.57142857,Jinu,True,portfolio,4.1,19,0,,,,0,ChIJ_____-9Qjj4RzS1EJJvDyhc,,
34910603_CN93270,AL BADIYA HYPERMARKET - MULADHA,"NORTH BATINAH, AL SUWAIQ, PC:316, PC:194",Muladha,TT,,Barka,23.75619826,57.56035226,Grocery,66213.689,46.83333333,Shaqsy,True,portfolio,4.1,58,0,,,,0,ChIJ6R3tAXU1jD4RHfULPlYSxpA,,
34910603_CND353,DWARAKADAS & PARTNERS CO - SAMAIL,"MUSCAT,MUTTRAH,MUTTRAH,PC:112, POB:493",Sumail,WS+IS,,Nizwa,23.29415461,57.96202618,Wholesale,66200.884,14.75,Jinu,True,portfolio,3.6,68,0,,,,0,ChIJMylj-_dsjj4RLNGiypffUIA,,
34910603_CN90112,GREEN SPRING HYPERMARKET - Izki,"AL DAKHILIYAH,IZKI,IZKI,SULTANATE OF OMAN,PC:614, POB:347",Nizwa,KEY ACCOUNT ,,Nizwa,22.93077468,57.7776361,Rest Of Key Accounts,64033.974,16.8,Jinu,True,portfolio,3.9,113,0,,,,0,ChIJwddE3PhQjj4RTqCg6xt6tRI,,
34910603_CNT1196,AL TAYEBAT NATIONAL (WHOLESAL - MUSANNAH,"PC:10, POB:312",Maghsar,TT,,Barka,24.4470429,56.602309,Self Service,62711.39,0.0,Shaqsy,True,portfolio,0.0,0,0,,,,0,ChIJ0WvcsZhJiz4RQ0Pmyz1_EC4,,
34910603_CN91988,AL AIN MART- NIZWA - HAY ALAIEN,"AL DAKHILIYA,NIZWA,POB:142,PC:611, SULTANATE OF OMAN",Nizwa,TT,,Nizwa,22.92660991,57.5222106,Grocery,60575.032,19.33333333,Jinu,True,portfolio,4.3,116,0,,,,0,ChIJBZvauvvxjj4R-RY9GuIWoNA,,
34910603_CNM0084,MS MAX (MUSCAT GIFT MARKET) - BURAIMI,"AL-BURAIMI,104,512,SULTANATE OF OMAN",Sohar,MT,,Sohar,24.25598094,55.76908748,Discounters,60119.887,9.0,Shaqsy,True,portfolio,4.2,1424,0,,,,0,ChIJj_qoQDy1ij4RIveUU3B4_I8,,
34910603_CN90239,AL ABOODI HYPERMARKET - LIZUG,"PC:360,POB:620",Luzuk,TT,,Nizwa,23.32768655,58.10940455,Self Service,59094.628,3.125,Jinu,True,portfolio,4.0,280,0,,,,0,ChIJzeH50T4Rjj4RGRbTIJuK4wU,,
34910603_CNY1025A,AL YARA HYPER - WUSAD -  SELECT WILAYAT/AREA,"BIRKAT AL MAWZ, AL-DAKHILIYAH, PC:614, POB:184",Afiya,TT,,Nizwa,23.16314481,57.85380009,Grocery,57753.234,36.0,Jinu,True,portfolio,4.1,39,0,,,,0,ChIJi5S_j8tpjj4RinFL7LdCKbM,,
34910603_CN93437,AMJD AL SABAHI TRADING - NIZWA,0,Nizwa,TT,,Nizwa,22.85920838,57.5199663,Grocery,55415.9,0.0,Jinu,True,portfolio,0.0,0,0,,,,0,,,
34910603_CNQ1051,AL QABAEL GIFT MARKET LLC-NIZWA,"MUTTRAH,RUWI, PC:611, POB:1551",Nizwa,MT,,Nizwa,22.90746685,57.5299063,Discounters,54413.78,36.0,Jinu,True,portfolio,3.9,1286,0,,,,0,ChIJR-gd2XT6jj4R1hj56ddbIac,,
34910603_CN91191,ADAM EXCELLENCE MARKET - ADAM,"NORTH AL SHARQIYA,AL MUDHAIBI,SAMAD ASH SHAN,PC:423, POB:417",Adam,TT,,Nizwa,22.38277897,57.53258029,Grocery,53079.239,15.9,Jinu,True,portfolio,3.8,227,0,,,,0,ChIJ941OnGpzjz4RlX81AgQjhJY,,
34910603_CN93050,KHIMJI MART LLC(NIZWA SS SHELL)-NIZWA,"MUSCAT,PC:100, POB:19",Nizwa,KEY ACCOUNT ,,Nizwa,22.904148,57.532603,Rest Of Key Accounts,53019.787,0.0,Jinu,True,portfolio,4.0,232,0,,,,0,ChIJp25e7Az6jj4RKCtxrCZ79nc,,
34910603_CNZ503,ZAHRAT AL FAWA - MULADHA,"NORTH BATINAH,AL SUWAIQ, AS WUWAYQ,PC:315,POB:109",Muladha,TT,,Barka,23.73524467,57.68261299,Grocery,52725.042,7.1,Shaqsy,True,portfolio,0.0,0,0,,,,0,,,
34910603_CNA1406,ASWAQ ANWAR AL KHALEEJ - BURAIMI,"SULTANATE OF OMAN,BURAIMI,BURAIMI,PC:512, POB:971",Buraimi,TT,,Sohar,24.25504629,55.78167527,Self Service,51601.422,26.3,Shaqsy,True,portfolio,4.0,759,0,,,,0,ChIJ1TVviiG0ij4R0JHz1XK_-Qc,,
34910603_CNA1727,AL NIDA SHOPPING CENTRE LLC - LIZUGH,"LIZUGH, AL DAKHILIYAH,SUMAIL,PC:615",Nizwa,TT,,Nizwa,23.33094828,58.11851564,Grocery,51375.679,5.625,Jinu,True,portfolio,3.4,5,0,,,,0,ChIJW6PcWkIRjj4R1Ymn1-sWrFk,,
34910603_CN92015,DREAMS DISCOUNT CENTER LLC-NIZWA,"MUSCAT,MUSCAT,886,511,SULTANATE OF OMAN",Nizwa,MT,,Nizwa,22.88872638,57.5535455,Discounters,51272.03,9.4,Jinu,True,portfolio,4.1,634,0,,,,0,ChIJpU3Kw1f5jj4R5JDoDZ8rZ_s,,
34910603_CNA507,AL TAYEBAT NATIONAL LLC - MUSANNAH,"PC:10, POB:312",Musannah,TT,,Barka,23.74339813,57.62907343,Self Service,51226.813,0.0,Shaqsy,True,portfolio,0.0,0,0,,,,0,,,
34910603_CND508,DANAT AL FAO LLC - KHABA,"NORTH BATINAH,AL-SUWAIQ, AS SUWAYQ,PC:315, POB:511",Khabbah,TT,,Barka,23.80485838,57.47607039,Grocery,50905.949,14.25,Shaqsy,True,portfolio,0.0,0,0,,,,0,,,
34910603_CN99240,MASTER MART HYPERMARKET - SINAW,"SULTANATE OF OMAN, MUSCAT, BOUSHER, GHALA, 111, 112, 00, 0.",Nizwa,TT,,Nizwa,22.503408,58.034538,Grocery,50190.26,41.0,Jinu,True,portfolio,3.9,139,0,,,,0,ChIJt5aLOZfqjz4RA5-gA5fqmSk,,
34910603_CNK1133,AL KHADRA SHOPPING CENTER - KADRA,"SULTANATE OF OMAN, NORTH AL SHARQIYA, AL-MUDHAIBI, KHADRA BANI DAFFA, 418, 234.",Khadra,TT,,Nizwa,22.79489293,58.00358136,Grocery,50138.007,7.5,Jinu,True,portfolio,0.0,0,0,,,,0,,,
34910603_CN96142,QOOT HYPERMARKET - THARMAD,"SUMAIL,AL DAKHILIYAH,POB:82,PC:615,SULTANATE OF OMAN",Tharmad,TT,,Barka,23.800465,57.48432,Grocery,48057.048,0.0,Shaqsy,True,portfolio,0.0,0,0,,,,0,,,
34910603_CNSM0163,ENHANCE - (OMAN OIL)- IZKI BY PASS,"BOUSHER, GHALA AL SANAIAH,PC:130, POB:1181",Mana,TT,,Nizwa,22.91552074,57.77710793,Grocery,47907.281,0.0,Jinu,True,portfolio,4.0,773,0,,,,0,ChIJHVypTQZRjj4RaZ9Kd-r_7RY,,
34910603_CN94520,AL FOUZ HYPERMARKET -AL KHADRA,"MUSCAT,MUTTRAH,PC:114, POB:1724",Khadra,TT,,Nizwa,22.88018241,58.00602939,Grocery,47740.977,17.1,Jinu,True,portfolio,4.1,35,0,,,,0,ChIJDd0WOitLjj4RSa1U0YcS29U,,
34910603_CNR1025,AL RAHA SHOPPING CENTRE - IZKI,"AL DAKHILIYAH,IZKI,IZKI,QALAT AL AWAMER,POB:614, PC:614, SULTANATE FO OMAN",Qala,TT,,Nizwa,22.82622737,57.75471456,Self Service,46519.19,0.0,Jinu,True,portfolio,0.0,0,0,,,,0,,,
34910603_CN97472,HALA INTEGRATED - IZKI,"AL DAKHILIYAH,IZKI,IZKI,614,12,SULTANATE OF OMAN",Izki,TT,,Nizwa,23.00829155,57.79062567,Grocery,46172.558,0.0,Jinu,True,portfolio,4.1,41,0,,,,0,ChIJNQC2nE5bjj4R1v6yeShJ150,,
34910603_CN95732,SWIFT MARKETING - AL MAHA STATION - BURAIMI,"AL BURAIMI,AL BURAIMI,111,0,AL BURAIMI STREET, SULTANATE OF OMAN",Buraimi,TT,,Sohar,24.23570451,55.9150109,Grocery,45471.005,8.333333333,Shaqsy,True,portfolio,0.0,0,0,,,,0,,,
34910603_CN4124,TAJ ALFALAJ  LIWA MALL - LIWA JADEED,"NORTH BATINAH, SOHAR,PC:311, POB:303",Liwa,TT,,Sohar,24.52373265,56.55893171,Self Service,44883.943,78.5,Shaqsy,True,portfolio,4.1,669,0,,,,0,ChIJf60Gc5A1iz4R_ZYQ7S2rnOM,,
34910603_CN94733,TAFADAL HYPERMARKET - NIZWA,"Sultanate of Oman, Al Dakhila, Nizwa, 723, 611",Nizwa,TT,,Nizwa,22.85759423,57.52885599,Grocery,44147.931,19.66666667,Jinu,True,portfolio,4.1,76,0,,,,0,ChIJZXBGDxr7jj4Ra4cWD3U3qQc,,
34910603_CN91957,STAR CENTER GIFTS & SERVICES LLC-SAMAIL,0,Sumail,MT,,Nizwa,23.30755288,57.94925837,Discounters,44136.971,18.0,Jinu,True,portfolio,4.1,390,0,,,,0,ChIJH2ngrPBtjj4Ru0Rq7jDJJqI,,
34910603_CN93369,MAKKAH HYPERMARKET - QALA - IZIKI,"NORTH BATINAH,AL SUWAIQ,ATH THARMAD PC:314,POB:331",Izki,TT,,Nizwa,22.82877145,57.75455016,Self Service,43548.193,22.90909091,Jinu,True,portfolio,3.8,159,0,,,,0,ChIJ-fCgsgZTjj4Ru6jXeYABc90,,
34910603_CN96395,HYPERLAND -BURAIMI,"MUSCAT, AL SEEB, AS SEEB, 111,0,0,0, SULTANATE OF OMAN",Buraimi,TT,,Sohar,24.25555504,55.79726963,Self Service,43519.865,54.0,Shaqsy,True,portfolio,4.1,203,0,,,,0,ChIJt61Pejq1ij4RP1_6d6yPNQE,,
34910603_CNA1678,AL KAWTHER LINE INTERNATIONAL - ADAM,"AL DAKHILIYAH,ADAM,ADAM,OC:618,POB:101",Adam,TT,,Nizwa,22.37555122,57.5297829,Grocery,43499.554,26.0,Jinu,True,portfolio,0.0,0,0,,,,0,,,
34910603_CN98439,NOOR SHOPPING (AGI) - NIZWA,"BOUSHER, GHALA AL SANAIAH,PC:130, POB:1181",Nizwa,TT,,Nizwa,22.858619,57.522415,Grocery,43379.765,8.181818182,Jinu,True,portfolio,4.1,103,0,,,,0,ChIJg1Vuxy77jj4Renjc5QwWRAM,,
34910603_CNM1493,AL MADEENA SHOPPING CENTER - IZKI,"AL DAKHILIYAH,IZKI,IZKI,SULTANATE OF OMAN,PC:614, POB:347",Nizwa,KEY ACCOUNT ,,Nizwa,22.9514386,57.7696178,Rest Of Key Accounts,42751.749,18.25,Jinu,True,portfolio,0.0,0,0,,,,0,,,
34910603_CNE351,DAR AL DHIYAFA SHOPPING CENTRE - SAMAIL,"SAMAIL, AL-DAKHILIYAH,SUMAIL,PC:620, POB:0",Afiya,TT,,Nizwa,23.09636983,57.82502153,Grocery,41834.91,20.0,Jinu,True,portfolio,4.1,102,0,,,,0,ChIJiRkQxdJcjj4RS_xKL8FCbBI,,
34910603_CN90529,BABIL HYPERMARKET - SINAW,"AL SEEB,AL KHAWD,PC:132, POB:624",Sinaw,TT,,Nizwa,22.50359167,58.03491732,Self Service,39212.161,0.0,Jinu,True,portfolio,3.9,139,0,,,,0,ChIJt5aLOZfqjz4RA5-gA5fqmSk,,
34910603_CN96077,ATAYA SHOPPING CENTER- IZKI,"SULTANTE OF OMAN, P.O BOX-3, P. CODE-312, SAHAM, AL BATINAH NORTH",Izki,MT,,Nizwa,22.94104399,57.75751338,Discounters,"39,211.33",10.5,Jinu,True,portfolio,4.0,470,0,,,,0,ChIJZfJ8-L9Qjj4RFJfo55iJuX4,,
34910603_CN94518,AL TAMAM INTERNATIONAL LLC-LIZUG,"SULTANATE OF OMAN, MUSCAT,PC:114, POB:637, FANJA, 0, 0",Luzuk,TT,,Nizwa,23.33059858,58.11930474,Grocery,38985.916,54.66666667,Jinu,True,portfolio,4.0,280,0,,,,0,ChIJzeH50T4Rjj4RGRbTIJuK4wU,,
34910603_CN99512,SINAW FRESH HYPERMARKET - SINAW,"NORTH ALSHARQIYA ,SINAW.",Sinaw,TT,,Nizwa,22.477354,58.027649,Grocery,38961.271,205.0,Jinu,True,portfolio,4.6,9,0,,,,0,ChIJ8xwfbETrjz4ReVais5A2bzk,,
34910603_CN99019,AL ANSARI SHOPPING - WUDAM,"AL BATINAH,MUSANNA,SULTANATE OF OMAN,PC:312, POB:418",Wudam,MT,,Barka,23.808908,57.554443,Discounters,38819.145,6.833333333,Shaqsy,True,portfolio,0.0,0,0,,,,0,ChIJ0y6RFABLjD4RB_m4cfwUwC0,,
34910603_CN90468,SAMA AL KHALEEJ MARKETS - AL QARITAN,"NORTH AL SHARQIYA,AL MUDHAIBI,SAMAD ASH SHAN, PC:423, POB:417",Khadra,TT,,Nizwa,22.88223815,58.00737651,Grocery,37988.524,0.0,Jinu,True,portfolio,0.0,0,0,,,,0,,,
34910603_CNA1313,AL AMRI SHOPPING CENTER - SAMAIL,0,Sumail,MT,,Nizwa,23.29338586,57.96310486,Discounters,37472.181,0.0,Jinu,True,portfolio,4.0,109,0,,,,0,ChIJrQLqxvdsjj4RRMt5DkGq2nA,,
34910603_CN7765,AL KASS SHOPPING CENTRE - ABU ABALI,"AL BATINA, BARKA, PC:320, POB:237, SULTANATE OF OMAN",Abu Abali,TT,,Barka,23.75216817,57.62554699,Grocery,37113.652,12.125,Shaqsy,True,portfolio,0.0,0,0,,,,0,,,
34910603_CNR359,RAHAB AL MANSOORIYA TRADING - NIZWA,"AL DAKHILIYA,NIZWA,NIZWA,POB:1307,PC:611,SULTANATE OF OMAN",Nizwa,TT,,Nizwa,22.9512436,57.52843697,Grocery,36799.355,0.0,Jinu,True,portfolio,0.0,0,0,,,,0,,,
34910603_CN99550,AL MUDHAIBI INTL COLD STORE - AL MUDHAIBI,"P.O.BOX:100, P.CODE:100, AL MUBALA 1, SULTANATE OF OMAN",Sumail,TT,,Nizwa,22.570326,58.122065,Grocery,36762.242,24.6,Jinu,True,portfolio,0.0,0,0,,,,0,,,
34910603_CN99264,AL FOUZ HYPERMARKET - IZKI,"MUSCAT,MUTTRAH,PC:114, POB:1724",Nizwa,TT,,Nizwa,22.944328,57.760078,Grocery,35304.273,40.66666667,Jinu,True,portfolio,5.0,2,0,,,,0,ChIJOfU0BgBRjj4RK_f5qSMGWww,,
34910603_CN91739,AL QABAEL GIFT MARKET LLC - IZKI,"MUTTRAH,RUWI, PC:611, POB:1551",Izki,MT,,Nizwa,22.92550097,57.75042537,Discounters,35123.134,33.63636364,Jinu,True,portfolio,4.0,380,0,,,,0,ChIJ5ftXD35Rjj4RQtFtsPMjJUk,,
34910603_CN95064,AL NAS HYPERMARKET - MANAH,"AL DHAKHILIYAH, BAHLA,HAHLA,PC:612,612",Manah,TT,,Nizwa,22.78624356,57.60336955,Grocery,34476.196,9.6,Jinu,True,portfolio,0.0,0,0,,,,0,,,
34910603_CN93326,MS MAX - KHABURAH,"AL BURAIMI,PC:512, POB:590",Khabura,MT,,Barka,23.9633863,57.09646039,Discounters,34314.091,20.3,Shaqsy,True,portfolio,4.3,2121,0,,,,0,ChIJXwzEkbl9jD4RB-iYLpAlLeY,,
34910603_CNG1054,GRAND HYPERMARKET - SAHAM,"MUSCAT,MUTTRAH,RUWI,PC:112, POB:4074, AL NOOR STREET, IKRAM HOUSE",Saham,TT,,Sohar,24.1542902,56.8851722,Self Service,34186.401,0.0,Shaqsy,True,portfolio,3.8,693,0,,,,0,ChIJMZbVxFBiiz4R3X9wC0ZEiHU,,
34910603_CN98077,AL MEERA SELECT SINAW   - SINAW,"BOUSHER, NORTH ALUDHAYBAT,SULTANATE OF OMAN, PC:102, POB:",Sinaw,TT,,Nizwa,22.487541,58.026202,Grocery,34031.549,4.0,Jinu,True,portfolio,0.0,0,0,,,,0,,,
34910603_CN98067,AL MEERA SELECT  SUWAIQ - SUWAIQ,"BOUSHER, NORTH ALUDHAYBAT,SULTANATE OF OMAN, PC:102, POB:",Suwaiq,TT,,Barka,23.713159,57.240445,Grocery,33908.752,21.16666667,Shaqsy,True,portfolio,0.0,0,0,,,,0,,,
34910603_CN98844,AL MANARA UNITED LLC - NIZWA,"SULTANANE OF OMAN, P.O BOX -46, P. CODE -0, IZKI, AD DAKHILIYAH",Nizwa,WS+IS,,Nizwa,22.891623,57.530579,Wholesale,33469.314,9.333333333,Jinu,True,portfolio,0.0,0,0,,,,0,,,
34910603_CNA1676,ABDULLAH KALEEFA SALIM TRD - KADRA,0,Khadra,TT,,Barka,23.86787472,57.31549417,Grocery,32854.239,3.25,Shaqsy,True,portfolio,0.0,0,0,,,,0,,,
34910603_CNSM0162,ENHANCE - (OMAN OIL)- HAIL FIRQ,"BOUSHER, GHALA AL SANAIAH,PC:130, POB:1181",Firq,TT,,Nizwa,22.86039758,57.55313241,Grocery,32797.247,0.0,Jinu,True,portfolio,0.0,0,0,,,,0,,,
34910603_CNJ1109,JANOOB MADENA SHOPPING CENTER - AL SUWAYQ,"NORTH BATINAH, AL SUWAIQ, PC:315,POB:93",Suwaiq,TT,,Barka,23.8272589,57.4110067,Self Service,32567.208,35.0,Shaqsy,True,portfolio,0.0,0,0,,,,0,,,
34910603_CN94444,TAJ HYPERMARKET - SAYMA - IZKI,"NORTH BATINAH, AL SUWAIQ,PC:315,POB:279",Nizwa,TT,,Nizwa,22.97244581,57.90552308,Self Service,32498.097,23.83333333,Jinu,True,portfolio,4.0,45,0,,,,0,ChIJcaaZoslPjj4RlGGifNHwM4E,,
34910603_CN96399,AL SALAMA DISCOUNT CENTER - LIZUQ,"MUSCAT,BOUSHER,179,70,420,AL KHUWAIR,SULTANATE OF OMAN",Nizwa,MT,,Nizwa,23.32985913,58.11396601,Discounters,31969.394,4.0,Jinu,True,portfolio,4.2,30,0,,,,0,ChIJg4FQ3XERjj4R5vK5VOkUVQM,,
34910603_CN95598,MAJEESCO SHOPPING - SOHAR SOUQ,"SULTANANE OF OMAN, P.O BOX -33311, P. CODE-311, SOHAR,AL BATINAH NORTH",Sohar,TT,,Sohar,24.34716254,56.73741783,Grocery,31470.853,4.875,Shaqsy,True,portfolio,4.1,130,0,,,,0,ChIJ_5rGQL1Fiz4RpTtKsQ0mMsU,,
34910603_CNS362,IZZ COLD STORE - IZZ,0,Adam,TT,,Nizwa,22.841928,57.544393,Grocery,31469.071,0.0,Jinu,True,portfolio,5.0,1,0,,,,0,ChIJb-7b_TD7jj4RFAyQILRphrU,,
34910603_CNN0049,NAWA HYPER MARKET - BIDAYA,"NORTH BATINAH,AL KHABURA,PC:326, POB:567",Bidaya,TT,,Barka,23.92190022,57.16813108,Self Service,30485.307,35.18181818,Shaqsy,True,portfolio,3.9,188,0,,,,0,ChIJG7A3IHVkjD4RKLZpovn8fdo,,
34910603_CN97771,BASHAER NIZWA SHOPPING CENTER - NIZWA,"AL DAKHILIYAH,NIZWA,GHAF ALSHAYKH,111,611,SULTANATE OF OMAN",Nizwa,WS+IS,,Nizwa,22.914967,57.524399,Wholesale,30320.879,6.0,Jinu,True,portfolio,0.0,0,0,,,,0,ChIJe6ExFirxjj4RcDVSxC2iSpI,,
34910603_CN96789,AHLAIN INTERNATIONAL LLC - SUMAIL HOBE,"MUTTRAH,MINA ALFAHAL PC:116, POB:92",Izki,TT,,Nizwa,23.32131955,57.96173551,Grocery,29767.774,7.857142857,Jinu,True,portfolio,0.0,0,0,,,,0,,,
