store_id,store_name,address,postal_code,city,account,district,region,lat,lng,category,annual_sales_usd,lines_per_store,fsm,sr,rating,review_count,price_level,place_id,phone,opening_hours,website,enrichment_attempted
BV01,N. VIMALAN ENTERPRISE,"NO.15  JLN SATU, TMN BATU CAVES, BATU CAVES",68100,BATU CAVES,Others,CENTRAL,CENTRAL,3.2368517,101.6779367,spv,0,0,33059,TSTL002,4,195,0,,012-998 3607,Monday: 8:00?AM?–?10:00?PM | Tuesday: 8:00?AM?–?10:00?PM | Wednesday: 8:00?AM?–?10:00?PM | Thursday: 8:00?AM?–?10:00?PM | Friday: 8:00?AM?–?10:00?PM | Saturday: 8:00?AM?–?10:00?PM | Sunday: 8:00?AM?–?10:00?PM,https://www.facebook.com/profile.php?id=100075549695519&mibextid=ZbWKwL,
BW09,WAN LEE HENG SDN BHD -JALAN RAWANG,"LOT 6015  BATU 7 1/2, JALAN RAWANG, BATU CAVES",68100,BATU CAVES,Others,CENTRAL,CENTRAL,3.2401911,101.6684533,whs,5341.3,3.6,33059,TSTL003,4,37,0,ChIJy_Wsv6BHzDERcmsrGqnIRKE,,,,TRUE
C280,CT GEDUNG ENTERPRISE - 15A,"NO. 15A,, JALAN AU 2B,, KERAMAT",54200,"TAMAN SRI KERAMAT,",Others,CENTRAL,CENTRAL,3.1743517,101.7454783,spv,1156.92,9.8,33059,TSTK001,4,2058,0,,03-4252 7394,Monday: 7:00?AM?–?10:00?PM | Tuesday: 7:00?AM?–?10:00?PM | Wednesday: 7:00?AM?–?10:00?PM | Thursday: 7:00?AM?–?10:00?PM | Friday: 7:00?AM?–?11:00?PM | Saturday: 7:00?AM?–?11:00?PM | Sunday: 7:00?AM?–?11:00?PM,https://www.giant.com.my/,
CT0000000106,AVELON ARISE,"28  PERSIARAN ARA KIRI, LUCKY GARDEN  BANGSAR, BANGSAR",59100,KUALA LUMPUR,Others,CENTRAL,CENTRAL,3.1280041,101.6693026,oth,23967.68,31.6,33059,TSTRB3,0,0,0,,,,,TRUE
CT0000000635,AFRINA MART (BOUGAINVILLA),"B-2-1 PANGSAPURI BOUGAINVILLA, JLN PRIMA PELANGI 1, SEGAMBUT",51200,BKT PRIMA PELANGI,Others,CENTRAL,CENTRAL,3.17807,101.6466414,spv,1820.26,17,33059,TSTRB6,0,0,0,,,,,TRUE
CT0000000681,PERNIAGAAN SUNGHO,"NO.43  JALAN BRP 1/5, BUKIT RAHMAN PUTRA, SG.BULOH",47000,SG.BULOH,Others,CENTRAL,CENTRAL,3.22624,101.563702,whs,0,0,33059,TSTM011,3.6,24,0,,03-6142 6975,Monday: 8:00?AM?–?8:00?PM | Tuesday: 8:00?AM?–?8:00?PM | Wednesday: 8:00?AM?–?8:00?PM | Thursday: 8:00?AM?–?8:00?PM | Friday: 8:00?AM?–?8:00?PM | Saturday: 8:00?AM?–?8:00?PM | Sunday: 8:00?AM?–?8:00?PM,,
CT0000000713,TAQWA AMEERA MARKET,"C-G-06/07/08, RESIDENDSI BISTARI, AMPANG",68000,JALAN UKAY BISTARI,Others,CENTRAL,CENTRAL,3.1967936,101.7661759,spv,4745.98,11.6,33059,TSTK001,4.7,41,0,ChIJMQO0Nz85zDERYUHZ2_DGoq8,,,,TRUE
CT0000000717,CASH RB01,"-, -",-,,Others,CENTRAL,CENTRAL,0,0,cash,0,0,33059,TSTL003,0,0,0,,,,,
CT0000000853,SRI TERNAK FOOD MART SDN BHD,"BLOCK 7H 7J 7K BATU 71/2, JALAN RAWANG, SELAYANG",68100,SELAYANG,Others,CENTRAL,CENTRAL,3.242619,101.666815,whs,64141.93,32.8,33059,TSTRB3,4.1,2748,0,ChIJ15YlghxHzDERVQvEY6eWnMY,,,,TRUE
CT3211004861,LIP TAI SDN BHD,"NO.6 JALAN TPP 1/5, TAMAN INDUSTRI PUCHONG, PETALING JAYA",47100,PUCHONG,Others,CENTRAL,CENTRAL,3.216855,101.6425417,whs,-309.12,0,33059,TSTL002,4,124,0,,011-3650 6882,Monday: 10:00?AM?–?10:30?PM | Tuesday: 10:00?AM?–?10:30?PM | Wednesday: 10:00?AM?–?10:30?PM | Thursday: 10:00?AM?–?10:30?PM | Friday: 10:00?AM?–?10:30?PM | Saturday: 10:00?AM?–?10:30?PM | Sunday: 10:00?AM?–?10:30?PM,https://m.2hungry.app/shop/index/index?merchantId=M84471,
CT3211005071,7 MAJU SDN BHD,"G-7, RESIDENSI TERATAI, NO 2, JALAN 4/23F ,OFF JALAN LANGKAWI,",53000,"SETAPAK,",Others,CENTRAL,CENTRAL,3.200161,101.711762,spv,2517.45,4.4,33059,TSTK001,3.1,13,0,,03-3362 6863,Monday: 10:00?AM?–?10:00?PM | Tuesday: 10:00?AM?–?10:00?PM | Wednesday: 10:00?AM?–?10:00?PM | Thursday: 10:00?AM?–?10:00?PM | Friday: 10:00?AM?–?10:00?PM | Saturday: 10:00?AM?–?10:00?PM | Sunday: 10:00?AM?–?10:00?PM,http://www.99speedmart.com.my/,
CT3211005207,KEDAI KELUARGA RIA,"No 1 RKAT DESA SETIAWIRA, JALAN BUKU LIMA, KUALA LUMPUR",54000,OFF JALAN PADANG TEMBAK,Others,CENTRAL,CENTRAL,3.1759565,101.7330672,spv,3025.38,14.2,33059,TSTK001,4.9,8,0,ChIJHepYnxg3zDERPTdQ2tC2TV4,,,,TRUE
CT3211005342,USAHA MANDIRI NAD ENTERPRISE - LOT 1659,"LOT 1970 JALAN GAJAH 14, BATU 18 KAMPUNG KUBU GAJAH, SUNGAI BULOH",47000,SUNGAI BULOH,Others,CENTRAL,CENTRAL,3.199351,101.522911,spv,2283,11.2,33059,TSTM011,5,3,0,ChIJJ0-HcgBbzDER3XOpxIlsb_4,,,,TRUE
CT3211005343,WHC WHOLESALE SDN. BHD.,"No.21 JALAN TIB 3/3, TAMAN INDUSTRI BOLTON",68100,BATU CAVES,Others,CENTRAL,CENTRAL,3.244236,101.6964,whs,4739.76,0.6,33059,TSTRB6,4.2,352,0,,013-800 7595,Monday: 8:00?AM?–?5:30?PM | Tuesday: 8:00?AM?–?5:30?PM | Wednesday: 8:00?AM?–?5:30?PM | Thursday: 8:00?AM?–?5:30?PM | Friday: 8:00?AM?–?5:30?PM | Saturday: 8:00?AM?–?5:30?PM | Sunday: Closed,http://hikmahfood.blogspot.com/,
CT3211005344,MARGINAL STORE,"JALAN CENGKAT JAYA, KG CENGKAT GOMBAK, BATU CAVES",68100,BATU CAVES,Others,CENTRAL,CENTRAL,3.2277998,101.7068764,spv,921.46,3.8,33059,TSTK001,4,4,0,,016-670 5405,Monday: 8:00?AM?–?11:00?PM | Tuesday: 8:00?AM?–?11:00?PM | Wednesday: 8:00?AM?–?11:00?PM | Thursday: 8:00?AM?–?11:00?PM | Friday: 8:00?AM?–?11:00?PM | Saturday: 8:00?AM?–?11:00?PM | Sunday: 8:00?AM?–?11:00?PM,,
CT3211005372,PASAR  MINI  SRI BAITH,"NO 94 JALAN 4/48, SENTUL, SENTUL",51000,KUALA LUMPUR,Others,CENTRAL,CENTRAL,3.1933733,101.696415,spv,33.19,1.4,33059,TSTK001,4.5,2,0,ChIJsewz2fxHzDERWasdwn-znKc,016-658 4610,Monday: 5:00?AM?–?1:00?PM | Tuesday: 5:00?AM?–?1:00?PM | Wednesday: 5:00?AM?–?1:00?PM | Thursday: 5:00?AM?–?1:00?PM | Friday: 5:00?AM?–?12:30?PM | Saturday: 5:00?AM?–?1:00?PM | Sunday: 5:00?AM?–?1:00?PM,,TRUE
CT3211005388,BAROKO SDN BHD,"19 - 2 JALAN USJ 9/5P, UEP SUBANG JAYA",47620,SUBANG JAYA,Others,CENTRAL,CENTRAL,3.0465409,101.5870076,oth,0,0,33059,TSTK001,4.2,116,0,,018-913 4298,Monday: 9:00?AM?–?9:00?PM | Tuesday: 9:00?AM?–?9:00?PM | Wednesday: 9:00?AM?–?9:00?PM | Thursday: 9:00?AM?–?9:00?PM | Friday: 9:00?AM?–?9:00?PM | Saturday: 9:00?AM?–?9:00?PM | Sunday: 9:00?AM?–?9:00?PM,https://m.facebook.com/pages/category/Bakery/Stesen-Biskut-Taipan-495184457513154/,
CT3211005436,HONG YANG ORIENTAL FOOD SDN. BHD.,"NO.2,3 & 4,GROUND FLOOR,, JALAN TIB 1/2,",68100,"TAMAN INDUSTRI BOLTON,",Others,CENTRAL,CENTRAL,3.2383249,101.6965855,spv,4776.39,8.6,33059,TSTRB6,4.2,352,0,,013-800 7595,Monday: 8:00?AM?–?5:30?PM | Tuesday: 8:00?AM?–?5:30?PM | Wednesday: 8:00?AM?–?5:30?PM | Thursday: 8:00?AM?–?5:30?PM | Friday: 8:00?AM?–?5:30?PM | Saturday: 8:00?AM?–?5:30?PM | Sunday: Closed,http://hikmahfood.blogspot.com/,
