store_id,place_id,store_name,banner,format,reckitt_target,exclusion_reason,address,city,region,lat,lng,category,rating,review_count,phone,opening_hours,website,google_types,vicinity,price_level,business_status,annual_sales_usd,lines_per_store,covered,source,poi_count,actual_location,matches_selected_region,geographic_note,_lat,_lng,gps_province
ChIJrZpXM-SNAjERuPhEKteTD4E,ChIJrZpXM-SNAjERuPhEKteTD4E,Navy House Village 12,Independent (no name keyword),Pharmacy (independent),TARGET,,"PVWX+R97, Sukhumvit Road, Tambon Bang Sare",Amphoe Sattahip,Chon Buri,12.7470269,100.8984294,pharmacy,3.1,7,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","PVWX+R97, Sukhumvit Road, Tambon Bang Sare, Amphoe Sattahip",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.7470269,100.8984294,Chon Buri
ChIJ9Z61Yv-NAjERSSCFqmh4odQ,ChIJ9Z61Yv-NAjERSSCFqmh4odQ,PYB Pharmacy,Independent,Pharmacy (independent),TARGET,,"Unnamed Road, Tambon Bang Sare",Amphoe Sattahip,Chon Buri,12.7630779,100.8937456,pharmacy,4.9,9,090 553 6061,Monday: 7:00 AM – 9:00 PM | Tuesday: 7:00 AM – 9:00 PM | Wednesday: 7:00 AM – 9:00 PM | Thursday: 7:00 AM – 9:00 PM | Friday: 7:00 AM – 9:00 PM | Saturday: 7:00 AM – 9:00 PM | Sunday: 7:00 AM – 9:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","Unnamed Road, Tambon Bang Sare, Amphoe Sattahip",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.7630779,100.8937456,Chon Buri
ChIJV9RABPiNAjERDUXErAee9mM,ChIJV9RABPiNAjERDUXErAee9mM,Suleeporn Phesat,Independent (no name keyword),Pharmacy (independent),TARGET,,"69/2, Moo 1, Tambon Bang Sare, Amphoe Sattahip, Chon Buri",20250,Chon Buri,12.7625278,100.901176,pharmacy,0,0,038 737 791,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","69/2, Moo 1, Tambon Bang Sare, Amphoe Sattahip, Chon Buri, 20250",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.7625278,100.901176,Chon Buri
ChIJt3NE8E_zAjERWb246FGBtl4,ChIJt3NE8E_zAjERWb246FGBtl4,บ้านยา หยกยิ้ม - Yokyim Pharmacy,Independent,Pharmacy (independent),TARGET,,"ตึกแถวสามชั้นหน้าหมู่บ้านเธียรธารา, 119/20",Amphoe Sattahip,Chon Buri,12.7402766,100.9910599,pharmacy,5,1,066 132 5993,Monday: 4:30 – 9:00 PM | Tuesday: 4:30 – 9:00 PM | Wednesday: 4:30 – 9:00 PM | Thursday: 4:30 – 9:00 PM | Friday: 4:30 – 9:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","ตึกแถวสามชั้นหน้าหมู่บ้านเธียรธารา, 119/20, Amphoe Sattahip",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.7402766,100.9910599,Chon Buri
ChIJEyjEGmmNAjER5bbqmuAj07g,ChIJEyjEGmmNAjER5bbqmuAj07g,ซุ้มNOSLEEP,Independent (no name keyword),Pharmacy (independent),TARGET,,"PV2V+6C8, Soi Sataheep Sukumvit 27, Tambon Sattahip",Amphoe Sattahip,Chon Buri,12.7005411,100.8935765,pharmacy,0,0,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","PV2V+6C8, Soi Sataheep Sukumvit 27, Tambon Sattahip, Amphoe Sattahip",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.7005411,100.8935765,Chon Buri
ChIJrf0-QoKOAjERCtc2tJYUUjY,ChIJrf0-QoKOAjERCtc2tJYUUjY,Pharmacy Manas,Independent,Pharmacy (independent),TARGET,,Sukhumvit Road,Amphoe Sattahip,Chon Buri,12.6872566,100.8929454,pharmacy,4.7,6,,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,https://business.google.com/b/105939264936646805801/dashboard/l/00550877820614530393?hl=en,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","Sukhumvit Road, Amphoe Sattahip",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.6872566,100.8929454,Chon Buri
ChIJvZ56Y52OAjERHfk1EA-IQWg,ChIJvZ56Y52OAjERHfk1EA-IQWg,Montri Pharmacy,Independent,Pharmacy (independent),TARGET,,"12, Tambon Sattahip",Amphoe Sattahip,Chon Buri,12.7049866,100.8899361,pharmacy,0,0,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","12, Tambon Sattahip, Amphoe Sattahip",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.7049866,100.8899361,Chon Buri
ChIJpUIZq86NAjERtEQPj4haPZM,ChIJpUIZq86NAjERtEQPj4haPZM,ศิริเภสัช (Pharmacy store ),เภสัช (Independent),Pharmacy (independent),TARGET,,"สัตหีบ, 20/19",Amphoe Sattahip,Chon Buri,12.6836977,100.904567,pharmacy,5,1,092 057 0323,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","สัตหีบ, 20/19, Amphoe Sattahip",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.6836977,100.904567,Chon Buri
ChIJ3SKPlB-MAjER8bY650mrkJ0,ChIJ3SKPlB-MAjER8bY650mrkJ0,Kor Mor. 1 Khai Ya,Independent (no name keyword),Pharmacy (independent),TARGET,,"171, 87 Sukhumvit Road, Tambon Sattahip",Amphoe Sattahip,Chon Buri,12.6734325,100.8978446,pharmacy,5,1,038 438 322,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","171, 87 Sukhumvit Road, Tambon Sattahip, Amphoe Sattahip",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.6734325,100.8978446,Chon Buri
ChIJvU8qK36OAjERbVgxnty8-8c,ChIJvU8qK36OAjERbVgxnty8-8c,Pharmacy,"Independent (named ""Pharmacy"")",Pharmacy (independent),TARGET,,"PV9Q+92G, Sattahip",Sattahip District,Chon Buri,12.71843,100.8875724,pharmacy,5,1,,Monday: 7:00 AM – 9:00 PM | Tuesday: 7:00 AM – 9:00 PM | Wednesday: 7:00 AM – 9:00 PM | Thursday: 7:00 AM – 9:00 PM | Friday: 7:00 AM – 9:00 PM | Saturday: 7:00 AM – 9:00 PM | Sunday: 7:00 AM – 9:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","PV9Q+92G, Sattahip, Sattahip District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.71843,100.8875724,Chon Buri
ChIJT4jlf_iLAjER9r3sTJo9zLc,ChIJT4jlf_iLAjER9r3sTJo9zLc,Suphap Pharmacy,Independent,Pharmacy (independent),TARGET,,"33/1, Moo 8, Sukhumvit Road, Tambon Sattahip, Amphoe Sattahip, Chon Buri",20180,Chon Buri,12.6723707,100.8987966,pharmacy,0,0,038 437 236,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","33/1, Moo 8, Sukhumvit Road, Tambon Sattahip, Amphoe Sattahip, Chon Buri, 20180",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.6723707,100.8987966,Chon Buri
ChIJU6L4ibaTAjERoXseujmLwRU,ChIJU6L4ibaTAjERoXseujmLwRU,Niwat Pharmacy,Independent,Pharmacy (independent),TARGET,,"109, 9",Amphoe Sattahip,Chon Buri,12.8143956,100.9156868,pharmacy,4.6,10,080 293 6653,Monday: 7:00 AM – 8:00 PM | Tuesday: 7:00 AM – 8:00 PM | Wednesday: 7:00 AM – 8:00 PM | Thursday: 7:00 AM – 8:00 PM | Friday: 7:00 AM – 8:00 PM | Saturday: 7:00 AM – 8:00 PM | Sunday: 7:00 AM – 8:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","109, 9, Amphoe Sattahip",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.8143956,100.9156868,Chon Buri
ChIJcevD1rmTAjEReUM5PUCh5EM,ChIJcevD1rmTAjEReUM5PUCh5EM,Dpharmacy Ban Amphoe,Independent,Pharmacy (independent),TARGET,,Thailand,Chon Buri,Chon Buri,12.8192815,100.9161918,pharmacy,4.8,6,095 167 1812,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",Thailand,0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.8192815,100.9161918,Chon Buri
ChIJvy0jRpyVAjER5_M8DcXvzlo,ChIJvy0jRpyVAjER5_M8DcXvzlo,ร้านขายยา ห้วยใหญ่ฟาร์มาซี PHARMACY,Independent,Pharmacy (independent),TARGET,,Bang Lamung District,Chon Buri,Chon Buri,12.8617316,100.9494892,pharmacy,3,2,083 077 4124,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",Bang Lamung District,0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.8617316,100.9494892,Chon Buri
ChIJZ0nvv7CUAjERxCvytx6JDBE,ChIJZ0nvv7CUAjERxCvytx6JDBE,Oranoot Pharmacy,Independent,Pharmacy (independent),TARGET,,"61 Moo 6, Huayyai",Bang Lamung,Chon Buri,12.8663431,100.9707499,pharmacy,4.3,6,082 469 4500,Monday: 6:30 AM – 8:00 PM | Tuesday: 6:30 AM – 8:00 PM | Wednesday: 6:30 AM – 8:00 PM | Thursday: 6:30 AM – 8:00 PM | Friday: 6:30 AM – 8:00 PM | Saturday: 6:30 AM – 8:00 PM | Sunday: 6:30 AM – 8:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","61 Moo 6, Huayyai, Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.8663431,100.9707499,Chon Buri
ChIJ9Ty9hNOZAjERrNPRyhDOJR0,ChIJ9Ty9hNOZAjERrNPRyhDOJR0,Pharmacy Instagram: Vall.pro,Independent,Pharmacy (independent),TARGET,,Pier,Amphoe Bang Lamung,Chon Buri,12.9226548,100.7883492,pharmacy,5,7,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","Pier, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9226548,100.7883492,Chon Buri
ChIJB-GtSZKXAjERjhi32knxWjI,ChIJB-GtSZKXAjERjhi32knxWjI,ร้านขายยา อลิซ ฟาร์มาซี Alyzpharmacy,Independent,Pharmacy (independent),TARGET,,"352/754 พระตำหนักซอย 4 ตำบลหนองปรือ อำเภอบางละมุง จังหวัดชลบุรี 20150 หนองปรือ, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.9150997,100.862008,pharmacy,5,3,091 870 5165,Monday: 8:00 AM – 11:55 PM | Tuesday: 8:00 AM – 11:55 PM | Wednesday: 8:00 AM – 11:55 PM | Thursday: 8:00 AM – 11:55 PM | Friday: 8:00 AM – 11:55 PM | Saturday: 8:00 AM – 11:55 PM | Sunday: 8:00 AM – 11:55 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","352/754 พระตำหนักซอย 4 ตำบลหนองปรือ อำเภอบางละมุง จังหวัดชลบุรี 20150 หนองปรือ, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9150997,100.862008,Chon Buri
ChIJ9RCvYeeVAjERKpZQmGgb0So,ChIJ9RCvYeeVAjERKpZQmGgb0So,KPN PHARMACY Аптека,Independent,Pharmacy (independent),TARGET,,"ร้านยา เคพีเอ็น KPN PHARMACY, 338/361 พรตำหนักซอย 5",Amphoe Bang Lamung,Chon Buri,12.9128865,100.8632527,pharmacy,5,27,096 975 9106,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","ร้านยา เคพีเอ็น KPN PHARMACY, 338/361 พรตำหนักซอย 5, Amphoe Bang Lamung",0,Temporarily Closed,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9128865,100.8632527,Chon Buri
ChIJt31FNT-XAjERCUSRllK_-lM,ChIJt31FNT-XAjERCUSRllK_-lM,Jitniyom Pharmacy,Independent,Pharmacy (independent),TARGET,,"396, 9",Amphoe Bang Lamung,Chon Buri,12.9208212,100.8615159,pharmacy,3.1,9,038 199 369,Monday: 9:30 AM – 9:30 PM | Tuesday: 9:30 AM – 9:30 PM | Wednesday: 9:30 AM – 9:30 PM | Thursday: 9:30 AM – 9:30 PM | Friday: 9:30 AM – 9:30 PM | Saturday: 9:30 AM – 9:30 PM | Sunday: 9:30 AM – 9:30 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","396, 9, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9208212,100.8615159,Chon Buri
ChIJzfh5VjWXAjER68iqjKFz41Y,ChIJzfh5VjWXAjER68iqjKFz41Y,Good Wealth Pharmacy Pratumnak Pattaya (ร้านยา กู๊ดเวลท์ ฟาร์มาซี),ร้านยา (Independent),Pharmacy (independent),TARGET,,338/364 หมู่ 12,Amphoe Bang Lamung,Chon Buri,12.9129863,100.8635418,pharmacy,5,1,083 265 6569,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 10:00 AM – 11:00 PM | Saturday: 10:00 AM – 11:00 PM | Sunday: 10:00 AM – 11:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","338/364 หมู่ 12, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9129863,100.8635418,Chon Buri
ChIJif7TAFCXAjEREFNMXIEnxzY,ChIJif7TAFCXAjEREFNMXIEnxzY,Pharmacy,"Independent (named ""Pharmacy"")",Pharmacy (independent),TARGET,,Pattaya City,Bang Lamung District,Chon Buri,12.9207479,100.8621795,pharmacy,4.6,14,038 250 260,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 10:00 AM – 11:00 PM | Saturday: 10:00 AM – 11:00 PM | Sunday: 10:00 AM – 11:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","Pattaya City, Bang Lamung District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9207479,100.8621795,Chon Buri
ChIJzSgiVlyWAjER4QCR0lvKaoM,ChIJzSgiVlyWAjER4QCR0lvKaoM,Good will pharmacy,Independent,Pharmacy (independent),TARGET,,WV57+JQ3,Bang Lamung District,Chon Buri,12.9090158,100.8644317,pharmacy,4.8,12,,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","WV57+JQ3, Bang Lamung District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9090158,100.8644317,Chon Buri
ChIJ1cZBBF2WAjERrt6VTgYVkCU,ChIJ1cZBBF2WAjERrt6VTgYVkCU,Oshi Pharmacy,Independent,Pharmacy (independent),TARGET,,"5 Thanon Thap Phraya, หนองปรือ",Amphoe Bang Lamung,Chon Buri,12.9094772,100.8653455,pharmacy,3.6,5,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","5 Thanon Thap Phraya, หนองปรือ, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9094772,100.8653455,Chon Buri
ChIJu2KVKwCXAjERehtv5FIOjjs,ChIJu2KVKwCXAjERehtv5FIOjjs,Sonia cosmetic,Independent (no name keyword),Pharmacy (independent),TARGET,,"หนองปรือ, 354/417, 12 ซอยพัทยาปาร์ค",Amphoe Bang Lamung,Chon Buri,12.9096731,100.8655919,pharmacy,0,0,,Monday: 10:00 AM – 12:00 AM | Tuesday: 10:00 AM – 12:00 AM | Wednesday: 10:00 AM – 12:00 AM | Thursday: 10:00 AM – 12:00 AM | Friday: 10:00 AM – 12:00 AM | Saturday: 10:00 AM – 12:00 AM | Sunday: 10:00 AM – 12:00 AM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","หนองปรือ,354/417, 12 ซอยพัทยาปาร์ค, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9096731,100.8655919,Chon Buri
ChIJV_4bp4eXAjER1GUpomZU-Dg,ChIJV_4bp4eXAjER1GUpomZU-Dg,Kattika pharmacy(pattaya park branch),Independent,Pharmacy (independent),TARGET,,"354, 30 Village No. 12, Subdistrict",Amphoe Bang Lamung,Chon Buri,12.9095789,100.8661376,pharmacy,4,94,088 563 3602,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,https://sites.google.com/view/kattikapharmacy/home,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","354, 30 Village No. 12, Subdistrict, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9095789,100.8661376,Chon Buri
ChIJrW0xYACXAjERhphIP4rmezQ,ChIJrW0xYACXAjERhphIP4rmezQ,Mega Pharmacy,Independent,Pharmacy (independent),TARGET,,"354, ต, 179",Amphoe Bang Lamung,Chon Buri,12.9096932,100.8663341,pharmacy,4.9,13,082 455 6635,Monday: 8:00 AM – 11:30 PM | Tuesday: 8:00 AM – 11:30 PM | Wednesday: 8:00 AM – 11:30 PM | Thursday: 8:00 AM – 11:30 PM | Friday: 8:00 AM – 11:30 PM | Saturday: 8:00 AM – 11:30 PM | Sunday: 8:00 AM – 11:30 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","354, ต, 179, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9096932,100.8663341,Chon Buri
