rep_id,assigned_day,day_visit_order,store_name,category,size_tier,score,visits_per_month,annual_visits,visit_duration_min,coverage_status,exclusion_reason,rating,review_count,phone,opening_hours,address,city,lat,lng,m1_dates,m1_visits,plan_visits
0,,0,Al Raien Grocery,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.1215096,56.3421709,,0,0
0,,0,Taj Khar Supermarket,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.12113,56.3271865,,0,0
0,,0,Fresh Supermarket,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.123243,56.3249576,,0,0
0,,0,Al Askandaria,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",22.2233146,59.2005594,,0,0
0,,0,"Sale of Vegetables & Fruits, Fresh Dates",convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",22.2227572,59.2021823,,0,0
0,,0,Small convenient store,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",21.9562386,59.6489466,,0,0
0,,0,Groceries store,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",21.9595602,59.6372926,,0,0
0,,0,Sale of food stuff small tent shop,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",21.0607907,58.8413121,,0,0
0,,0,Groceries,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",18.1111329,55.8174399,,0,0
0,,0,Groceries,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.4417971,55.2685382,,0,0
0,,0,Small store,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.2052579,55.2320858,,0,0
0,,0,Hadbeen commercial market,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.1980071,55.2181283,,0,0
0,,0,Good source commercial market,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.1215822,55.0428836,,0,0
0,,0,awqad,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",16.9972718,54.0308558,,0,0
0,,0,Sharjah Coop,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,Mo-Su 07:00-24:00,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.3471599,56.3085667,,0,0
0,,0,Sharjah Coop,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,Mo-Su 07:00-24:00,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.6136098,56.2755039,,0,0
0,,0,Sharjah Coop,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,Mo-Su 07:00-24:00,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.2887321,56.2486903,,0,0
0,,0,Sharjah Coop,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,24-Jul,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.3922058,56.3515615,,0,0
0,,0,Nashat supermarket,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.108674,56.347982,,0,0
0,,0,Al haq grocery and spices mill,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.1177118,56.3468011,,0,0
0,,0,Hussain supermarket,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.1175839,56.3466814,,0,0
0,,0,Super pack,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.1172223,56.3549085,,0,0
0,,0,Plaza Supermarket,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.1213424,56.351556,,0,0
0,,0,Madrid Foodstuff Trading,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",24.848891,56.0279889,,0,0
0,,0,Rafeeq Grocery,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,مضب,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.1352769,56.3257886,,0,0
0,,0,Sun Supermarket,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,مضب,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.1334936,56.3264565,,0,0
0,,0,AHLA ZAHRA,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.1270669,56.3548012,,0,0
0,,0,Sadeek Grocery,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,شارع فهيم,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.1257773,56.3377784,,0,0
0,,0,Khadeeja Mahmoud,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,شارع فهيم,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.1273317,56.3363865,,0,0
0,,0,Al Jahra Supermarket,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,16 buildings,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.1233552,56.3307555,,0,0
0,,0,Al Shibil Supermarket,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.1277115,56.3427422,,0,0
0,,0,Manar,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,الفصيل,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.1473135,56.3417612,,0,0
0,,0,Reeman Grocery,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,561446277,,شارع اللؤلؤة,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.1488508,56.3500275,,0,0
0,,0,Rahima Grocery,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,الفصيل,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.1413723,56.3489601,,0,0
0,,0,Manar Branch 1,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,شارع اللؤلؤة,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.1494765,56.3490369,,0,0
0,,0,Australian Automatic Doors Co.,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,"Mo-Th,Sa-Su 07:30-13:00,16:00-21:00",,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",24.194804,55.756881,,0,0
0,,0,Hamida Grocery,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,شارع النهضة,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.1149483,56.342475,,0,0
0,,0,Arafath Supermarket,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,شارع النهضة,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",25.1150801,56.3409273,,0,0
0,,0,Sale of paints,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",23.8567968,57.3290107,,0,0
0,,0,Adam mart,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",22.374909,57.5108224,,0,0
0,,0,Redtag,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",24.3366098,56.7354838,,0,0
0,,0,Palm gardens,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",24.3360746,56.7354441,,0,0
0,,0,Barq Al Madina shopping centre,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",18.18484,55.2088712,,0,0
0,,0,Fresh Majan,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,9493 0840,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",23.747635,57.6460285,,0,0
0,,0,Future star,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",24.744838,56.4501202,,0,0
0,,0,Bahar al subarah center,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",24.4712529,56.5992176,,0,0
0,,0,Majid al saeedi,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",24.3492444,56.6873553,,0,0
0,,0,Ihan international,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",24.3875593,56.6949193,,0,0
0,,0,Spar,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",19.6069256,57.6666142,,0,0
0,,0,Central market,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",20.7647112,58.2884713,,0,0
0,,0,Ramez,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",22.5319425,59.4780278,,0,0
0,,0,AL-Kharousi Kitchens,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,79029964,Mo-Su 09:00-21:00,طريق إزكي - سناو,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",22.9128437,57.7412453,,0,0
0,,0,Souq,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",23.848947,57.4388999,,0,0
0,,0,Hatta adventures,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",24.7851201,56.1134709,,0,0
0,,0,naseem al howailat,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",24.8850238,56.1700436,,0,0
0,,0,Spinneys,supermarket,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,Mo-Su 08:00-23:00,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",24.2363991,55.6381138,,0,0
0,,0,Ya Balash Plus,convenience_store,Medium,8,2.0,0,25,gap,Not selected for routing — below priority cut or no rep capacity available,0.0,0,,,,"Dhofar Governorate, Musandam Governorate, Al Buraimi, Al Batinah North Governorate, Al Batinah South Governorate, Ad Dakhiliyah ‍Governorate, Ash Sharqiyah North Governorate, Ash Sharqiyah South Governorate, Ad Dhahirah Governorate",17.0489083,54.1687071,,0,0
