store_id,place_id,store_name,address,city,region,lat,lng,rating,review_count,price_level,business_status,category,annual_sales_usd,lines_per_store,covered,source,phone,opening_hours,website,poi_count,google_types,vicinity,CHECK,CHECK.1,CHECK.2,Reckitt Tier,Reckitt Tier.1,nname,already_being_covered,match_confidence,match_reason,distance_m,matched_portfolio_id,matched_portfolio_name
ChIJX_mgsp7hzTERLgbljwHykNw,ChIJX_mgsp7hzTERLgbljwHykNw,99 Speedmart 1992 (NS) Taman Seremban Jaya 3,"Ground Floor, No : 529, Jalan SJ 9/1, Taman Seremban Jaya",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6706596,101.9826606,3.8,10,0,Active,grocery_or_supermarket,0,0,False,scraped,03-3362 6863,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,http://www.99speedmart.com.my/,0,"['convenience_store', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","Ground Floor, No : 529, Jalan SJ 9/1, Taman Seremban Jaya, Seremban",ChIJX_mgsp7hzTERLgbljwHykNw,Super/Groceries,,Super - 99 Speedmart,Tier 1,99 speedmart 1992 ns taman seremban jaya 3,NO,n/a,"nearest portfolio 27m, name sim 0.00 — different store",,,
ChIJlUjSV9DhzTERnmsmLkkPAHg,ChIJlUjSV9DhzTERnmsmLkkPAHg,Kedai Runcit Kian Hin Chan,"No. 460, Taman Senawang Jaya, Negeri Sembilan, Taman Senawang Jaya",Senawang,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6916416,101.9893935,4.0,1,0,Active,grocery_or_supermarket,0,0,False,scraped,06-677 2836,Monday: 9:00 AM – 7:00 PM | Tuesday: 9:00 AM – 7:00 PM | Wednesday: 9:00 AM – 7:00 PM | Thursday: 9:00 AM – 7:00 PM | Friday: 9:00 AM – 7:00 PM | Saturday: 9:00 AM – 7:00 PM | Sunday: 9:00 AM – 7:00 PM,,0,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","No. 460, Taman Senawang Jaya, Negeri Sembilan, Taman Senawang Jaya, Senawang",ChIJlUjSV9DhzTERnmsmLkkPAHg,Super/Groceries,,Super - Sundry/grocer,Tier 1,kedai runcit kian hin chan,NO,n/a,"nearest portfolio 595m, name sim 0.33 — different store",,,
ChIJEwL02zzhzTERCxDJrttoFo0,ChIJEwL02zzhzTERCxDJrttoFo0,kedai frozen adigo,Jalan Nusa Intan 2/2,Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.7071068,102.0212193,0.0,0,0,Active,grocery_or_supermarket,0,0,False,scraped,014-630 2006,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: Closed,,0,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']","Jalan Nusa Intan 2/2, Seremban",ChIJEwL02zzhzTERCxDJrttoFo0,Super/Groceries,,Super - Frozen specialist,Tier 2,kedai frozen adigo,NO,n/a,"nearest portfolio 109m, name sim 0.00 — different store",,,
ChIJqTmWxIXgzTERFtAg9Du81sc,ChIJqTmWxIXgzTERFtAg9Du81sc,99 Speedmart 1736 (NS) Taman Nusa Intan,"No: 1 (Single Storey, Jalan Nusa Intan 2/1, Taman Nusa Intan",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.7084722,102.0200556,3.8,77,0,Active,grocery_or_supermarket,0,0,False,scraped,03-3362 6863,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,http://www.99speedmart.com.my/,0,"['convenience_store', 'supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']","No: 1 (Single Storey, Jalan Nusa Intan 2/1, Taman Nusa Intan, Seremban",ChIJqTmWxIXgzTERFtAg9Du81sc,Super/Groceries,,Super - 99 Speedmart,Tier 1,99 speedmart 1736 ns taman nusa intan,NO,n/a,"nearest portfolio 31m, name sim 0.00 — different store",,,
ChIJDd9mCTPhzTERQFowVYl3UcM,ChIJDd9mCTPhzTERQFowVYl3UcM,Hamizan Maju Enterprise TTJ,"23, Jalan TTJS 3/3, Taman Tuanku Jaafar",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6703469,101.9979177,0.0,0,0,Active,grocery_or_supermarket,0,0,False,scraped,,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,,0,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']","23, Jalan TTJS 3/3, Taman Tuanku Jaafar, Seremban",ChIJDd9mCTPhzTERQFowVYl3UcM,Super/Groceries,,Super - Indie retail,Tier 1,hamizan maju ttj,NO,n/a,"nearest portfolio 624m, name sim 0.14 — different store",,,
ChIJaaqx-WTBzTEROxjh6w207uw,ChIJaaqx-WTBzTEROxjh6w207uw,Pasaraya zemart,Persada Kasih,Bandar Baru Enstek,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.7547305,101.7613755,4.2,107,0,Active,grocery_or_supermarket,0,0,False,scraped,06-791 5782,Monday: 9:00 AM – 4:12 AM | Tuesday: 9:00 AM – 8:00 PM | Wednesday: 9:00 AM – 8:00 PM | Thursday: 9:00 AM – 8:00 PM | Friday: 9:00 AM – 8:00 PM | Saturday: 9:00 AM – 8:00 PM | Sunday: 9:00 AM – 8:00 PM,,0,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']","Persada Kasih, Bandar Baru Enstek",ChIJaaqx-WTBzTEROxjh6w207uw,Super/Groceries,,Super - Indie retail,Tier 1,pasaraya zemart,NO,n/a,"nearest portfolio 114m, name sim 0.20 — different store",,,
ChIJA2cam6TDzTERJQTzKq_1m84,ChIJA2cam6TDzTERJQTzKq_1m84,Lumayan mini market,Lot222 batu8,Labu,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.7437745,101.856795,3.8,6,0,Active,grocery_or_supermarket,0,0,False,scraped,05-845 6336,Monday: 8:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 7:00 AM – 8:00 PM | Sunday: 7:00 AM – 10:00 PM,,0,"['supermarket', 'grocery_or_supermarket', 'store', 'point_of_interest', 'food', 'establishment']","Lot222 batu8, Labu",ChIJA2cam6TDzTERJQTzKq_1m84,Super/Groceries,,Super - Independent local,Tier 1,lumayan mini market,NO,n/a,"nearest portfolio 1306m, name sim 0.00 — different store",,,
ChIJ3z6drwbdzTERNDBtHRdVM00,ChIJ3z6drwbdzTERNDBtHRdVM00,Econsave Ampangan (Hypermarket Wholesale),"Lot PT 36823, Jalan Jelebu",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.7363063,101.9691944,4.0,28,0,Active,grocery_or_supermarket,0,0,False,scraped,,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,https://econsave.com.my/,0,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']","Lot PT 36823, Jalan Jelebu, Seremban",ChIJ3z6drwbdzTERNDBtHRdVM00,Super/Groceries,,Super - Econsave,Tier 2,econsave ampangan hypermarket wholesale,NO,n/a,"nearest portfolio 205m, name sim 0.00 — different store",,,
ChIJs-HJ2HbdzTERamV8OWR18R4,ChIJs-HJ2HbdzTERamV8OWR18R4,99 Speedmart 2277 (NS) Bandar Baru Ampangan,"No: 2 (Ground Floor, Jalan Ampangan, Bandar Baru Ampangan",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.7241497,101.9638203,3.9,19,0,Active,grocery_or_supermarket,0,0,False,scraped,03-3362 6863,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,http://www.99speedmart.com.my/,0,"['convenience_store', 'supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']","No: 2 (Ground Floor, Jalan Ampangan, Bandar Baru Ampangan, Seremban",ChIJs-HJ2HbdzTERamV8OWR18R4,Super/Groceries,,Super - 99 Speedmart,Tier 1,99 speedmart 2277 ns bandar baru ampangan,NO,n/a,"nearest portfolio 304m, name sim 0.00 — different store",,,
ChIJX3ve5fvdzTERrzDt8YhP7sY,ChIJX3ve5fvdzTERrzDt8YhP7sY,Kedai Santan Segar ICAD,Gedong Lalang,Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.7230344,101.9736408,4.5,19,0,Active,grocery_or_supermarket,0,0,False,scraped,017-281 2003,Monday: Closed | Tuesday: 6:00 AM – 12:30 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:00 AM – 5:00 PM | Sunday: 8:00 AM – 5:00 PM,,0,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']","Gedong Lalang, Seremban",ChIJX3ve5fvdzTERrzDt8YhP7sY,Super/Groceries,,Super - Generic kedai,Tier 1,kedai santan segar icad,NO,n/a,"nearest portfolio 1034m, name sim 0.17 — different store",,,
ChIJNXiN8uDdzTERUvWpXJs0eB8,ChIJNXiN8uDdzTERUvWpXJs0eB8,Kedai Runcit PASAR SEGAR NOOR,"34, Lorong Mutiara Galla 1/1, Taman Mutiara Galla",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.7368231,101.8996542,4.0,4,0,Active,grocery_or_supermarket,0,0,False,scraped,011-6056 5979,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 7:00 AM – 10:00 PM | Sunday: 7:00 AM – 10:00 PM,,0,"['supermarket', 'grocery_or_supermarket', 'store', 'point_of_interest', 'food', 'establishment']","34, Lorong Mutiara Galla 1/1, Taman Mutiara Galla, Seremban",ChIJNXiN8uDdzTERUvWpXJs0eB8,Super/Groceries,,Super - Sundry/grocer,Tier 1,kedai runcit pasar segar noor,NO,n/a,no portfolio within 2km,,,
ChIJz_7rFkjdzTEREw-MsQHBTsM,ChIJz_7rFkjdzTEREw-MsQHBTsM,Mini Market Al Athil,"26, Jalan Labu, Galla Industrial Park",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.73705,101.899399,3.7,18,0,Active,grocery_or_supermarket,0,0,False,scraped,,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,,0,"['supermarket', 'grocery_or_supermarket', 'store', 'point_of_interest', 'food', 'establishment']","26, Jalan Labu, Galla Industrial Park, Seremban",ChIJz_7rFkjdzTEREw-MsQHBTsM,Super/Groceries,,Super - Independent local,Tier 1,mini market al athil,NO,n/a,no portfolio within 2km,,,
ChIJDZU0DV7dzTERPE1NYTIf0DQ,ChIJDZU0DV7dzTERPE1NYTIf0DQ,Sri Sakthi Viji Enterprise,"No. 38, Jalan Seruling Jaya 2, Taman Seruling Jaya",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.7221265,101.9101663,1.5,2,0,Active,grocery_or_supermarket,0,0,False,scraped,016-263 4969,Monday: 9:00 AM – 8:00 PM | Tuesday: 9:00 AM – 8:00 PM | Wednesday: 9:00 AM – 8:00 PM | Thursday: 9:00 AM – 8:00 PM | Friday: 9:00 AM – 8:00 PM | Saturday: 9:00 AM – 8:00 PM | Sunday: 9:00 AM – 8:00 PM,,0,"['supermarket', 'grocery_or_supermarket', 'store', 'point_of_interest', 'food', 'establishment']","No. 38, Jalan Seruling Jaya 2, Taman Seruling Jaya, Seremban",ChIJDZU0DV7dzTERPE1NYTIf0DQ,Super/Groceries,,Super - Indie retail,Tier 1,sri sakthi viji,NO,n/a,"nearest portfolio 447m, name sim 0.17 — different store",,,
ChIJwzIIFVLdzTERu_P0oOxNNzs,ChIJwzIIFVLdzTERu_P0oOxNNzs,99 Speedmart 1979 (NS) Taman Sri Pinang,"No: 17 & 18 (Ground Floor), Jalan Sri Pinang 1, Taman Sri Pinang Jalan Labu, 70200 Seremban",Negeri Sembilan Darul,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.7270056,101.8935439,3.8,73,0,Active,grocery_or_supermarket,0,0,False,scraped,03-3362 6863,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,http://www.99speedmart.com.my/,0,"['convenience_store', 'supermarket', 'grocery_or_supermarket', 'store', 'point_of_interest', 'food', 'establishment']","No: 17 & 18 (Ground Floor), Jalan Sri Pinang 1, Taman Sri Pinang Jalan Labu, 70200 Seremban, Negeri Sembilan Darul",ChIJwzIIFVLdzTERu_P0oOxNNzs,Super/Groceries,,Super - 99 Speedmart,Tier 1,99 speedmart 1979 ns taman sri pinang,NO,n/a,"nearest portfolio 1997m, name sim 0.10 — different store",,,
