store_id,place_id,store_name,address,city,region,lat,lng,rating,review_count,price_level,business_status,category,annual_sales_usd,lines_per_store,covered,source,phone,opening_hours,website,poi_count,google_types,vicinity,
ChIJWc0PHxn8AjERss-wm8qkVTY,ChIJWc0PHxn8AjERss-wm8qkVTY,Chula Pharmacy,"M77C+JW2, Taksin Maharat Road",Amphoe Mueang Rayong,Chon Buri,12.6640154,101.2722592,0,0,0,Active,pharmacy,0,0,FALSE,scraped,,,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","M77C+JW2, Taksin Maharat Road, Amphoe Mueang Rayong",
ChIJe5LmOP0BAzERsLk1iLU6Oqk,ChIJe5LmOP0BAzERsLk1iLU6Oqk,Ban Phesat,"59/5, Moo 9, Long Hat Lam Phueng Road, Tambon Taphong, Amphoe Mueang Rayong, Rayong",21000,Chon Buri,12.6433679,101.3446786,5,1,0,Active,pharmacy,0,0,FALSE,scraped,038 899 123,,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","59/5, Moo 9, Long Hat Lam Phueng Road, Tambon Taphong, Amphoe Mueang Rayong, Rayong, 21000",
ChIJi-KLBKkBAzERZ8GS9SiOosk,ChIJi-KLBKkBAzERZ8GS9SiOosk,ร้านยาเพชร Yapech Pharmacy,"10/3 หมู่ 1 ถ.ในไร่-เพ, Tambon Phe",Amphoe Mueang Rayong,Chon Buri,12.6200408,101.4034705,4.6,10,0,Active,pharmacy,0,0,FALSE,scraped,091 802 9625,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","10/3 หมู่ 1 ถ.ในไร่-เพ, Tambon Phe, Amphoe Mueang Rayong",
ChIJtUsm8QsGAzERhGpnAzyQIus,ChIJtUsm8QsGAzERhGpnAzyQIus,May Pharmacy,Mueang Klaeng,Mueang Rayong District,Chon Buri,12.6415279,101.5068859,4.3,25,0,Active,pharmacy,0,0,FALSE,scraped,086 364 1751,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","Mueang Klaeng, Mueang Rayong District",
ChIJ4V82PeoFAzER2Rr4fRZeHc4,ChIJ4V82PeoFAzER2Rr4fRZeHc4,Amphon Pharmacy,"MG73+RC9, Ka Chet",Mueang Rayong District,Chon Buri,12.6645269,101.5035953,0,0,0,Active,pharmacy,0,0,FALSE,scraped,,,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","MG73+RC9, Ka Chet, Mueang Rayong District",
ChIJnaT8_QkHAzERuTVPhAi02D4,ChIJnaT8_QkHAzERuTVPhAi02D4,Pharmacia Lotus บ้านเพติดถนนมองเห็นเกาะเสม็ด,"310/, หนองบัว ซอย 6 ตำบลเพ Banphe",อำเภอเมืองระยอง,Chon Buri,12.6296998,101.4455716,2.4,5,0,Active,pharmacy,0,0,FALSE,scraped,095 765 8142,Monday: 10:00 AM – 8:00 PM | Tuesday: 10:00 AM – 8:00 PM | Wednesday: 10:00 AM – 8:00 PM | Thursday: 10:00 AM – 8:00 PM | Friday: 10:00 AM – 8:00 PM | Saturday: 10:00 AM – 12:00 AM | Sunday: 10:00 AM – 12:00 AM,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","310/, หนองบัว ซอย 6 ตำบลเพ Banphe, อำเภอเมืองระยอง",
ChIJZwZkLNYHAzER7exocw9DJ4E,ChIJZwZkLNYHAzER7exocw9DJ4E,ร้านประเสริฐฟาร์มาซี(Prasert Pharmacy),"286, 19 หมู่2 ถนนเพแกลง-กร่ำ, Tambon Phe",Amphoe Mueang Rayong,Chon Buri,12.6278243,101.4380494,4.6,7,0,Active,pharmacy,0,0,FALSE,scraped,087 144 4414,Monday: 9:00 AM – 8:00 PM | Tuesday: 9:00 AM – 8:00 PM | Wednesday: 9:00 AM – 8:00 PM | Thursday: 9:00 AM – 8:00 PM | Friday: 9:00 AM – 8:00 PM | Saturday: 9:00 AM – 8:00 PM | Sunday: 9:00 AM – 8:00 PM,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","286, 19 หมู่2 ถนนเพแกลง-กร่ำ, Tambon Phe, Amphoe Mueang Rayong",
ChIJqVB7WzQBAzER75l3e7wH8j0,ChIJqVB7WzQBAzER75l3e7wH8j0,Pure,"58/2, Moo 3, Big C Market Ban Pae, 1st Floor, Tambon Pae, Amphoe Mueang Rayong, Rayong",21160,Chon Buri,12.6236058,101.4304774,0,0,0,Active,pharmacy,0,0,FALSE,scraped,038 653 049,,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","58/2, Moo 3, Big C Market Ban Pae, 1st Floor, Tambon Pae, Amphoe Mueang Rayong, Rayong, 21160",
ChIJAQJFP1UPAzERbxeiHdOyb5c,ChIJAQJFP1UPAzERbxeiHdOyb5c,นวมลเภสัช แหลมแม่พิมพ์ - NAVAMOL PHARMACY at MaePhim Beach,"Larm mae pim beach, Tambon Kram",Amphoe Klaeng,Chon Buri,12.6516694,101.6118583,4.9,9,0,Active,pharmacy,0,0,FALSE,scraped,084 259 4694,Monday: 9:00 AM – 7:00 PM | Tuesday: 9:00 AM – 7:00 PM | Wednesday: 9:00 AM – 7:00 PM | Thursday: 9:00 AM – 7:00 PM | Friday: 9:00 AM – 7:00 PM | Saturday: 9:00 AM – 7:30 PM | Sunday: 9:00 AM – 7:30 PM,https://lin.ee/vh0vhFl,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","Larm mae pim beach, Tambon Kram, Amphoe Klaeng",
ChIJO6iuo0rzAjERRE1Bpwb5l2s,ChIJO6iuo0rzAjERRE1Bpwb5l2s,Thanakom Phesat,"25, 41 Sukhumvit Road, Tambon Phlu Ta Luang",Amphoe Sattahip,Chon Buri,12.6894251,100.9773,0,0,0,Active,pharmacy,0,0,FALSE,scraped,038 245 179,,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","25, 41 Sukhumvit Road, Tambon Phlu Ta Luang, Amphoe Sattahip",
ChIJEWRhP96NAjER29TZpDTKk8U,ChIJEWRhP96NAjER29TZpDTKk8U,Fascino Pharmacy ร้านขายยา ฟาสซิโน สาขา สัตหีบ กม.10,"25/8-11, Tambon Phlu Ta Luang",Amphoe Sattahip,Chon Buri,12.690176,100.9776663,4.9,154,0,Active,pharmacy,0,0,FALSE,scraped,086 474 7690,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,https://www.openlink.co/fascinothailand,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","25/8-11, Tambon Phlu Ta Luang, Amphoe Sattahip",
ChIJOb5lj7PzAjERe0yxZm-z9Gw,ChIJOb5lj7PzAjERe0yxZm-z9Gw,ร้านยา บ้านยาดี สระแก้ว (Pharmacy),"103, 109, Tambon Sam Nak Thon",Amphoe Ban Chang,Chon Buri,12.7144365,101.0022696,5,41,0,Active,pharmacy,0,0,FALSE,scraped,080 005 7133,Monday: 6:00 AM – 9:30 PM | Tuesday: 6:00 AM – 9:30 PM | Wednesday: 6:00 AM – 9:30 PM | Thursday: 6:00 AM – 9:30 PM | Friday: 6:00 AM – 9:30 PM | Saturday: 6:00 AM – 9:30 PM | Sunday: 6:00 AM – 9:30 PM,,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","103, 109, Tambon Sam Nak Thon, Amphoe Ban Chang",
ChIJoekhdN_yAjERV9YnzxhIpTs,ChIJoekhdN_yAjERV9YnzxhIpTs,TBD ร่วมเจริญการยาง,"34, เลขที่ 61, Tambon Sam Nak Thon",Amphoe Ban Chang,Chon Buri,12.7147814,101.0002281,0,0,0,Active,pharmacy,0,0,FALSE,scraped,099 448 2299,Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: 8:00 AM – 6:00 PM,,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'car_repair', 'establishment']","34, เลขที่ 61, Tambon Sam Nak Thon, Amphoe Ban Chang",
ChIJ2zHdo7PxAjERicA_PqkZgj4,ChIJ2zHdo7PxAjERicA_PqkZgj4,Evonik Thai Aerosil (Nicom Asia Maptaphud),"P473+877, Soi Asia Be View, Tambon Ban Chang",Amphoe Ban Chang,Chon Buri,12.713283,101.10318,0,0,0,Active,pharmacy,0,0,FALSE,scraped,,,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","P473+877, Soi Asia Be View, Tambon Ban Chang, Amphoe Ban Chang",
ChIJke2YqcwNAzERk3p45mGaMz8,ChIJke2YqcwNAzERk3p45mGaMz8,Jan Dispensary,"MJPM+P3G, Chak Don",Klaeng District,Chon Buri,12.6868225,101.632696,4,2,0,Active,pharmacy,0,0,FALSE,scraped,089 402 1818,Monday: 7:00 AM – 6:30 PM | Tuesday: 7:00 AM – 6:30 PM | Wednesday: 7:00 AM – 6:30 PM | Thursday: 7:00 AM – 6:30 PM | Friday: 7:00 AM – 6:30 PM | Saturday: 7:00 AM – 6:30 PM | Sunday: 7:00 AM – 6:30 PM,,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","MJPM+P3G, Chak Don, Klaeng District",
ChIJlYj5NDcMAzER58fL0lykcYQ,ChIJlYj5NDcMAzER58fL0lykcYQ,Ban Kram Ice,"MJGM+M2R, Kram",Klaeng District,Chon Buri,12.6767311,101.6325306,4.3,8,0,Active,pharmacy,0,0,FALSE,scraped,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","MJGM+M2R, Kram, Klaeng District",
ChIJrZpXM-SNAjERuPhEKteTD4E,ChIJrZpXM-SNAjERuPhEKteTD4E,Navy House Village 12,"PVWX+R97, Sukhumvit Road, Tambon Bang Sare",Amphoe Sattahip,Chon Buri,12.7470269,100.8984294,3.1,7,0,Active,pharmacy,0,0,FALSE,scraped,,,,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","PVWX+R97, Sukhumvit Road, Tambon Bang Sare, Amphoe Sattahip",
ChIJ9Z61Yv-NAjERSSCFqmh4odQ,ChIJ9Z61Yv-NAjERSSCFqmh4odQ,PYB Pharmacy,"Unnamed Road, Tambon Bang Sare",Amphoe Sattahip,Chon Buri,12.7630779,100.8937456,4.9,9,0,Active,pharmacy,0,0,FALSE,scraped,090 553 6061,Monday: 7:00 AM – 9:00 PM | Tuesday: 7:00 AM – 9:00 PM | Wednesday: 7:00 AM – 9:00 PM | Thursday: 7:00 AM – 9:00 PM | Friday: 7:00 AM – 9:00 PM | Saturday: 7:00 AM – 9:00 PM | Sunday: 7:00 AM – 9:00 PM,,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","Unnamed Road, Tambon Bang Sare, Amphoe Sattahip",
ChIJV9RABPiNAjERDUXErAee9mM,ChIJV9RABPiNAjERDUXErAee9mM,Suleeporn Phesat,"69/2, Moo 1, Tambon Bang Sare, Amphoe Sattahip, Chon Buri",20250,Chon Buri,12.7625278,100.901176,0,0,0,Active,pharmacy,0,0,FALSE,scraped,038 737 791,,,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","69/2, Moo 1, Tambon Bang Sare, Amphoe Sattahip, Chon Buri, 20250",
ChIJVz3zf3iOAjERygpsgeDlr-U,ChIJVz3zf3iOAjERygpsgeDlr-U,โรงพยาบาลสัตว์ฮานะ HANA ANIMAL HOSPITAL,"Censiri J village, Sukhumvit road, Hana Animal Hospital 98/71-72, ตำบล สัตหีบ",อำเภอสัตหีบ,Chon Buri,12.7273254,100.8908588,4.7,233,0,Active,pharmacy,0,0,FALSE,scraped,063 249 9822,Monday: 8:30 AM – 9:00 PM | Tuesday: 8:30 AM – 9:00 PM | Wednesday: 8:30 AM – 9:00 PM | Thursday: 8:30 AM – 9:00 PM | Friday: 8:30 AM – 9:00 PM | Saturday: 8:30 AM – 9:00 PM | Sunday: 8:30 AM – 9:00 PM,https://hanaanimalhospital.com/,0,"['pharmacy', 'pet_store', 'veterinary_care', 'health', 'store', 'point_of_interest', 'establishment']","Censiri J village, Sukhumvit road, Hana Animal Hospital 98/71-72, ตำบล สัตหีบ, อำเภอสัตหีบ",
ChIJt3NE8E_zAjERWb246FGBtl4,ChIJt3NE8E_zAjERWb246FGBtl4,บ้านยา หยกยิ้ม - Yokyim Pharmacy,"ตึกแถวสามชั้นหน้าหมู่บ้านเธียรธารา, 119/20",Amphoe Sattahip,Chon Buri,12.7402766,100.9910599,5,1,0,Active,pharmacy,0,0,FALSE,scraped,066 132 5993,Monday: 4:30 – 9:00 PM | Tuesday: 4:30 – 9:00 PM | Wednesday: 4:30 – 9:00 PM | Thursday: 4:30 – 9:00 PM | Friday: 4:30 – 9:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","ตึกแถวสามชั้นหน้าหมู่บ้านเธียรธารา, 119/20, Amphoe Sattahip",
ChIJL8RGezvzAjERqre7oB_i2Ck,ChIJL8RGezvzAjERqre7oB_i2Ck,ร้านนิยมเภสัช Niyom Pharmacy,"168, 21, Tambon Ban Chang",Amphoe Ban Chang,Chon Buri,12.7284339,101.0630855,4.6,49,0,Active,pharmacy,0,0,FALSE,scraped,064 824 4499,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 9:00 PM,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","168, 21, Tambon Ban Chang, Amphoe Ban Chang",
ChIJK4ONMGnzAjER4D27-Z19muQ,ChIJK4ONMGnzAjER4D27-Z19muQ,Klaiban pharmacy,"210/60, Tambon Ban Chang",Amphoe Ban Chang,Chon Buri,12.7295411,101.0509801,5,3,0,Active,pharmacy,0,0,FALSE,scraped,089 394 8486,Monday: 5:00 – 10:00 PM | Tuesday: 5:00 – 10:00 PM | Wednesday: 5:00 – 10:00 PM | Thursday: 5:00 – 10:00 PM | Friday: 5:00 – 10:00 PM | Saturday: 5:00 – 10:00 PM | Sunday: 5:00 – 10:00 PM,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","210/60, Tambon Ban Chang, Amphoe Ban Chang",
ChIJCQU3fDnyAjERYnaYH5_9OP0,ChIJCQU3fDnyAjERYnaYH5_9OP0,Phairot Pharmacy,"P3G3+9H8, Ban Chang",Ban Chang District,Chon Buri,12.7259046,101.053962,5,1,0,Active,pharmacy,0,0,FALSE,scraped,,,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","P3G3+9H8, Ban Chang, Ban Chang District",
ChIJDzfVfjnyAjERS0nDgwlB0Es,ChIJDzfVfjnyAjERS0nDgwlB0Es,Amnuay Wetchaphan Drugstore,"Thepjinda Market, Tambon Ban Chang",Amphoe Ban Chang,Chon Buri,12.7255892,101.0539174,4.7,20,0,Active,pharmacy,0,0,FALSE,scraped,033 218 055,Monday: 7:00 AM – 7:30 PM | Tuesday: 7:00 AM – 7:30 PM | Wednesday: 7:00 AM – 7:30 PM | Thursday: 7:00 AM – 7:30 PM | Friday: 7:00 AM – 7:30 PM | Saturday: 7:00 AM – 7:30 PM | Sunday: Closed,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","Thepjinda Market, Tambon Ban Chang, Amphoe Ban Chang",
ChIJoZeuIzryAjERnME5PfeBi0Q,ChIJoZeuIzryAjERnME5PfeBi0Q,Banchang Pharmacy,"46/2 Sukhumvit Road, Tambon Ban Chang",Amphoe Ban Chang,Chon Buri,12.7246363,101.0543313,5,1,0,Active,pharmacy,0,0,FALSE,scraped,,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: Closed | Sunday: 9:00 AM – 10:00 PM,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","46/2 Sukhumvit Road, Tambon Ban Chang, Amphoe Ban Chang",
ChIJSd3uZZ3vAjER9awM9WaG9lM,ChIJSd3uZZ3vAjER9awM9WaG9lM,Jaroensook Pharmacy,"2, 13 Nong Wa, Tambon Huai Pong",เมือง,Chon Buri,12.7552467,101.1397966,5,4,0,Active,pharmacy,0,0,FALSE,scraped,094 951 9651,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","2, 13 Nong Wa, Tambon Huai Pong, เมือง",
ChIJ_QnOXKL6AjERnzxw4Dvgq7o,ChIJ_QnOXKL6AjERnzxw4Dvgq7o,Sabaidee Pharmacy,"108, 12 Noenpayom Road, Tambon Map Ta Phut",Amphoe Mueang Rayong,Chon Buri,12.7307801,101.1696508,3.7,3,0,Active,pharmacy,0,0,FALSE,scraped,038 682 121,Monday: 8:30 AM – 8:00 PM | Tuesday: 8:30 AM – 8:00 PM | Wednesday: 8:30 AM – 8:00 PM | Thursday: 8:30 AM – 8:00 PM | Friday: 8:30 AM – 8:00 PM | Saturday: 8:30 AM – 8:00 PM | Sunday: 8:30 AM – 8:00 PM,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","108, 12 Noenpayom Road, Tambon Map Ta Phut, Amphoe Mueang Rayong",
ChIJF0do05n6AjERFEonLAVw6Dk,ChIJF0do05n6AjERFEonLAVw6Dk,Ban Mor Ya,"1/18, Hat Sai Thong-Ta Kuan Road, Tambon Map Ta Phut, Amphoe Mueang Rayong, Rayong",21150,Chon Buri,12.7259919,101.172656,0,0,0,Active,pharmacy,0,0,FALSE,scraped,086 416 0649,,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","1/18, Hat Sai Thong-Ta Kuan Road, Tambon Map Ta Phut, Amphoe Mueang Rayong, Rayong, 21150",
ChIJEyjEGmmNAjER5bbqmuAj07g,ChIJEyjEGmmNAjER5bbqmuAj07g,ซุ้มNOSLEEP,"PV2V+6C8, Soi Sataheep Sukumvit 27, Tambon Sattahip",Amphoe Sattahip,Chon Buri,12.7005411,100.8935765,0,0,0,Active,pharmacy,0,0,FALSE,scraped,,,,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","PV2V+6C8, Soi Sataheep Sukumvit 27, Tambon Sattahip, Amphoe Sattahip",
ChIJ3yqSpbaPAjERk2bwUQHlYPs,ChIJ3yqSpbaPAjERk2bwUQHlYPs,Pure Drug Store,"88/18 หมู่ 3, Tambon Sattahip",Amphoe Sattahip,Chon Buri,12.7006482,100.8890008,3,2,0,Active,pharmacy,0,0,FALSE,scraped,038 196 144,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,https://www.bigc.co.th/,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","88/18 หมู่ 3, Tambon Sattahip, Amphoe Sattahip",
