store_id,place_id,store_name,address,city,region,lat,lng,rating,review_count,price_level,business_status,category,annual_sales_usd,lines_per_store,covered,source,phone,opening_hours,website,poi_count,google_types
ChIJnySOAyjz9T4RvstN_pPbGxQ,ChIJnySOAyjz9T4RvstN_pPbGxQ,A&H mobile shop,8J5R+358,Unnamed Road - الشارقة,Oman,25.3076558,55.6404463,5,4,0,Active,supermarket,0,0,FALSE,scraped,056 665 1768,Monday: 9:30 AM – 10:30 PM | Tuesday: 9:30 AM – 10:30 PM | Wednesday: 9:30 AM – 10:30 PM | Thursday: 9:30 AM – 10:30 PM | Friday: 8:30 AM – 10:30 PM | Saturday: 9:30 AM – 10:30 PM | Sunday: 9:30 AM – 10:30 PM,,20,"['supermarket', 'point_of_interest', 'grocery_or_supermarket', 'store', 'food', 'establishment']"
ChIJzXOZEUkL9j4RU8ufjaKU5m4,ChIJzXOZEUkL9j4RU8ufjaKU5m4,兄弟中国超市Brother supermarket,,Oman,Oman,25.7088103,55.8159881,4,26,0,Active,supermarket,0,0,FALSE,scraped,058 528 0678,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,,20,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'store', 'food', 'establishment']"
ChIJbzzWbMhcXz4RWHWK7FVAUfw,ChIJbzzWbMhcXz4RWHWK7FVAUfw,A2Z Supermarket,78CF+7Q4 - Salah Al Din Street - Dubai,Oman,Oman,25.2706265,55.3244513,4.4,11,0,Active,supermarket,0,0,FALSE,scraped,04 266 6848,Monday: 7:00 AM – 11:30 PM | Tuesday: 7:00 AM – 11:30 PM | Wednesday: 7:00 AM – 11:30 PM | Thursday: 7:00 AM – 11:30 PM | Friday: 7:00 AM – 11:30 PM | Saturday: 7:00 AM – 11:30 PM | Sunday: 7:00 AM – 11:30 PM,,20,"['supermarket', 'department_store', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
ChIJw7ORHwDt0D0RfYR5EzJX-sw,ChIJw7ORHwDt0D0RfYR5EzJX-sw,Aalam al MALEEHA,M4MC+34,Sarfayt,Oman,16.6826937,53.1203033,4.9,10,0,Active,supermarket,0,0,FALSE,scraped,,,,7,"['supermarket', 'grocery_or_supermarket', 'store', 'point_of_interest', 'food', 'establishment']"
ChIJNzIWEXwo2D0RtcxmaWk1MQI,ChIJNzIWEXwo2D0RtcxmaWk1MQI,Aalem Maleeha Supermarket,RMV7+7QP,Al Mazyunah,Oman,17.8432174,52.6644528,3.7,53,0,Active,supermarket,0,0,FALSE,scraped,,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 11:00 PM | Saturday: 8:00 AM – 11:00 PM | Sunday: 8:00 AM – 11:00 PM,,20,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
ChIJA5HTOiRP9D4R3JwkusRFQ-Y,ChIJA5HTOiRP9D4R3JwkusRFQ-Y,Abbar grocery store,89R2+WG9 - Sharjah,Oman,Oman,25.3422865,56.3513556,1,1,0,Active,convenience_store,0,0,FALSE,scraped,050 580 9226,Monday: 8:00 AM – 10:30 PM | Tuesday: 8:00 AM – 10:30 PM | Wednesday: 8:00 AM – 10:30 PM | Thursday: 8:00 AM – 10:30 PM | Friday: 8:00 – 10:45 PM | Saturday: 8:00 – 10:45 PM | Sunday: 8:00 – 10:45 PM,,20,"['convenience_store', 'point_of_interest', 'food', 'store', 'establishment']"
ChIJZZVcUrwVkD4Rvit-k32X5T4,ChIJZZVcUrwVkD4Rvit-k32X5T4,ABNA AL QABIL NATIONAL COMPANY LLC,"Rd. 23, Near Al Wesal Hotel، القابل،",الدريز,Oman,22.5857455,58.685757,4.7,9,0,Active,supermarket,0,0,FALSE,scraped,9632 0400,"Monday: 6:30 AM – 11:00 PM | Tuesday: 6:30 AM – 11:00 PM | Wednesday: 6:30 AM – 11:00 PM | Thursday: 6:30 AM – 11:00 PM | Friday: 6:30 – 11:30 AM, 12:30 – 11:00 PM | Saturday: 6:30 AM – 11:00 PM | Sunday: 6:30 AM – 11:00 PM",,20,"['supermarket', 'grocery_or_supermarket', 'store', 'point_of_interest', 'food', 'establishment']"
ChIJXZC3ZOtciz4RG31ke2Be52U,ChIJXZC3ZOtciz4RG31ke2Be52U,Abna Friesh Hypermarket Suwehara,"8Q49+R9G, As Suwayhrah Street",Sohar,Oman,24.3070519,56.7684681,3.9,347,0,Active,supermarket,0,0,FALSE,scraped,,Monday: 6:00 AM – 11:59 PM | Tuesday: 6:00 AM – 11:59 PM | Wednesday: 6:00 AM – 11:59 PM | Thursday: 6:00 AM – 11:59 PM | Friday: 6:00 AM – 11:59 PM | Saturday: 6:00 AM – 11:59 PM | Sunday: 6:00 AM – 11:59 PM,,20,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJxesC5hnljT4RNf_kf4lD5DE,ChIJxesC5hnljT4RNf_kf4lD5DE,Abraj Al Jiza Trading Center LLC,"Al Maabilah, Seeb",مسقط,Oman,23.652522,58.1031938,5,5,0,Active,supermarket,0,0,FALSE,scraped,9409 6575,Monday: 8:00 AM – 11:30 PM | Tuesday: 8:00 AM – 11:30 PM | Wednesday: 8:00 AM – 11:30 PM | Thursday: 8:00 AM – 11:30 PM | Friday: 8:00 AM – 11:30 PM | Saturday: 8:00 AM – 11:30 PM | Sunday: 8:00 AM – 11:30 PM,,20,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']"
ChIJqwOmD7YPjj4RXSSTw6Wciog,ChIJqwOmD7YPjj4RXSSTw6Wciog,Abraj mazoon Hypermarket,Bidbid,Oman,Oman,23.3962416,58.1001173,0,0,0,Active,supermarket,0,0,FALSE,scraped,9922 5926,,,20,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
ChIJJ2YhIADpiD4RX1FdFdASK3A,ChIJJ2YhIADpiD4RX1FdFdASK3A,"Abraj shopping centre, fahud",Abraj shopping center,Fahud,Oman,22.3272921,56.5056032,5,1,0,Active,supermarket,0,0,FALSE,scraped,,,,11,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'store', 'food', 'establishment']"
ChIJA6uiYQDTjz4RpE31XdoO-0M,ChIJA6uiYQDTjz4RpE31XdoO-0M,ABU ALI ANOOD AL HABSI AL HADETHA SAMADSHAN,V6CC+WC,Samad Al Shan,Oman,22.8724793,58.2212288,0,0,0,Active,supermarket,0,0,FALSE,scraped,,,,18,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
ChIJ1WEL9AjljT4RYA24JeAX2rc,ChIJ1WEL9AjljT4RYA24JeAX2rc,Abu As Safwan bin Habib Investment SPC,J4W2+6GM,Seeb,Oman,23.6454566,58.101202,5,2,0,Active,supermarket,0,0,FALSE,scraped,7931 4475,"Monday: 8:00 AM – 1:30 PM, 4:00 PM – 12:00 AM | Tuesday: 8:00 AM – 1:30 PM, 4:00 PM – 12:00 AM | Wednesday: 8:00 AM – 1:30 PM, 4:00 PM – 12:00 AM | Thursday: 8:00 AM – 1:30 PM, 4:00 PM – 12:00 AM | Friday: 8:00 – 11:30 AM, 3:30 – 11:00 PM | Saturday: 8:00 AM – 1:30 PM, 4:00 PM – 12:00 AM | Sunday: 8:00 AM – 1:30 PM, 4:00 PM – 12:00 AM",,20,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'store', 'food', 'establishment']"
ChIJB2COUjx09j4RfMAQxxc91k0,ChIJB2COUjx09j4RfMAQxxc91k0,Abu Faris,QW5C+VG9 - Ras Al-Khaimah,Oman,Oman,25.7596661,55.9213672,4,34,0,Active,supermarket,0,0,FALSE,scraped,07 236 2791,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,,20,"['supermarket', 'point_of_interest', 'grocery_or_supermarket', 'store', 'food', 'establishment']"
ChIJaT-XBJCjkD4RgDq2BN-2zPs,ChIJaT-XBJCjkD4RgDq2BN-2zPs,Abu Khawther Business Project(Arif),Sur,Oman,Oman,22.5743388,59.4780012,0,0,0,Active,supermarket,0,0,FALSE,scraped,9977 0462,,,5,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']"
ChIJc_Sq0_TBjz4RNDhiGzu93QY,ChIJc_Sq0_TBjz4RNDhiGzu93QY,ABU MAHER AL HABSI TRAD أبو محر الحبسي التجارة,"Halla maharoci, Sinaw",Sinew,Oman,22.4937363,58.0334858,5,1,0,Active,supermarket,0,0,FALSE,scraped,7138 3236,,,8,"['supermarket', 'point_of_interest', 'grocery_or_supermarket', 'store', 'food', 'establishment']"
ChIJ2Y2yUg9lmj4R2G5lNNPtOp8,ChIJ2Y2yUg9lmj4R2G5lNNPtOp8,Abu Salah Al Hashmi Foodstuffs,OM,الكامل والوافي,Oman,22.219254,59.2019333,4.7,6,0,Active,supermarket,0,0,FALSE,scraped,9974 8602,Monday: 6:00 AM – 12:00 AM | Tuesday: 6:00 AM – 12:00 AM | Wednesday: 6:00 AM – 12:00 AM | Thursday: 6:00 AM – 12:00 AM | Friday: 6:00 AM – 12:00 AM | Saturday: 6:00 AM – 12:00 AM | Sunday: 6:00 AM – 12:00 AM,,20,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJJwtcSCiTnD4RzFdJHzO7GrE,ChIJJwtcSCiTnD4RzFdJHzO7GrE,Abu shabib,MV5F+W7P,حلف,Oman,20.6598263,58.8732149,3.4,17,0,Active,supermarket,0,0,FALSE,scraped,,Monday: 8:00 AM – 9:30 PM | Tuesday: 8:00 AM – 9:30 PM | Wednesday: 8:00 AM – 9:30 PM | Thursday: 8:00 AM – 9:30 PM | Friday: 8:00 AM – 9:30 PM | Saturday: 8:00 AM – 9:30 PM | Sunday: 8:00 AM – 9:30 PM,,20,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
ChIJp-ixevGzij4RnO-Y55YLXBU,ChIJp-ixevGzij4RnO-Y55YLXBU,Abu Yasir Stores,Qattara,Oman,Oman,24.2565498,55.7501658,4.1,42,0,Active,supermarket,0,0,FALSE,scraped,03 763 5493,Monday: 7:00 AM – 1:00 AM | Tuesday: 7:00 AM – 1:00 AM | Wednesday: 7:00 AM – 1:00 AM | Thursday: 7:00 AM – 1:00 AM | Friday: 7:00 AM – 1:00 AM | Saturday: 7:00 AM – 1:00 AM | Sunday: 7:00 AM – 1:00 AM,,8,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
ChIJ37OgbNGhkD4RZc-MbUAmWmg,ChIJ37OgbNGhkD4RZc-MbUAmWmg,Abu yeasin al farsi Super Market,"GFMH+MV2, Abu qola",Sur,Oman,22.534133,59.4796445,4.1,57,0,Active,supermarket,0,0,FALSE,scraped,,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,,20,"['grocery_or_supermarket', 'shopping_mall', 'electronics_store', 'supermarket', 'home_goods_store', 'point_of_interest', 'food', 'store', 'establishment']"
ChIJpWV41pNnZz4RvRtfYQ5yAV4,ChIJpWV41pNnZz4RvRtfYQ5yAV4,ADCOOP - ADCS Madinat Zayed Supermarket,Abu Dhabi,Oman,Oman,23.6523633,53.7058105,4,98,0,Active,supermarket,0,0,FALSE,scraped,02 884 8543,Monday: 8:00 AM – 1:00 AM | Tuesday: 8:00 AM – 1:00 AM | Wednesday: 8:00 AM – 1:00 AM | Thursday: 8:00 AM – 1:00 AM | Friday: 8:00 AM – 1:00 AM | Saturday: 8:00 AM – 1:00 AM | Sunday: 8:00 AM – 1:00 AM,https://adcoop.com/,20,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']"
ChIJpQpKgH5CXj4RHH-6eh6fIg4,ChIJpQpKgH5CXj4RHH-6eh6fIg4,ADCOOP - MUROOR - أدكووب - المرور,Dhafeer Street - شارع 31 - أبو ظبي,Oman,Oman,24.433794,54.4395599,4.2,2898,0,Active,supermarket,0,0,FALSE,scraped,800 2326677,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://adcoop.com/,20,"['convenience_store', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJF2mtXwCBij4R9zrAYaoAr3g,ChIJF2mtXwCBij4R9zrAYaoAr3g,ADCOOP Supermarket - Al Wagan,7HMQJHR4+P4,Oman,Oman,23.641813,55.555363,4.4,10,0,Active,supermarket,0,0,FALSE,scraped,056 684 7167,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,https://www.instagram.com/adcoopuae?igsh=MWhuN2drZGhxbHN0Yg==,14,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJ-eDJbwB1Xj4Rik2udaK7XXY,ChIJ-eDJbwB1Xj4Rik2udaK7XXY,ADCOOP Supermarket - Alnouf,845X+M66,Oman,Oman,24.309175,54.1480189,3,4,0,Active,supermarket,0,0,FALSE,scraped,,Monday: 9:00 AM – 11:00 PM | Tuesday: 9:00 AM – 11:00 PM | Wednesday: 9:00 AM – 11:00 PM | Thursday: 9:00 AM – 11:00 PM | Friday: 9:00 AM – 11:00 PM | Saturday: 9:00 AM – 11:00 PM | Sunday: 9:00 AM – 11:00 PM,,7,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']"
ChIJeSU5XE9kZz4R7naUzGs76RA,ChIJeSU5XE9kZz4R7naUzGs76RA,ADCOOP Supermarket Bainouna,Abu Dhabi,Oman,Oman,23.6512508,53.6219825,3.9,96,0,Active,supermarket,0,0,FALSE,scraped,,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,http://adcoop.com/,16,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']"
ChIJ58_4Kqc4Xj4Rmfnxoxa8FLY,ChIJ58_4Kqc4Xj4Rmfnxoxa8FLY,Adil Supermarket - Musaffa,8GPQ+R63 - Abu Dhabi,Oman,Oman,24.3367788,54.538077,4.1,987,0,Active,supermarket,0,0,FALSE,scraped,02 553 8104,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 11:00 PM | Saturday: 8:00 AM – 11:00 PM | Sunday: 8:00 AM – 11:00 PM,,20,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
ChIJ_W3x-JVbXz4RyYneBf4w35M,ChIJ_W3x-JVbXz4RyYneBf4w35M,ADNOC,شارع الخان,Oman,Oman,25.3269072,55.3758303,3.9,327,0,Active,convenience_store,0,0,FALSE,scraped,800 300,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,http://www.adnocdistribution.ae/,20,"['gas_station', 'atm', 'cafe', 'bakery', 'finance', 'convenience_store', 'point_of_interest', 'food', 'store', 'car_repair', 'establishment']"
ChIJ37OfbmD49D4RcndjJ6JlRbA,ChIJ37OfbmD49D4RcndjJ6JlRbA,ADNOC,Hamad Bin Abdulla Road - Fujairah,Oman,Oman,25.1222288,56.3394406,4.2,384,0,Active,convenience_store,0,0,FALSE,scraped,800 300,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,http://www.adnocdistribution.ae/,20,"['gas_station', 'convenience_store', 'cafe', 'car_wash', 'car_repair', 'point_of_interest', 'bakery', 'store', 'food', 'establishment']"
ChIJW8_4EdV19j4RIddko0wajmI,ChIJW8_4EdV19j4RIddko0wajmI,ADNOC,Sheikh Rashid Bin Saeed Al Maktoum Road - Ras Al-Khaimah,Oman,Oman,25.7429093,55.9340862,4.2,290,0,Active,convenience_store,0,0,FALSE,scraped,800 300,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,http://www.adnocdistribution.ae/,20,"['gas_station', 'car_wash', 'atm', 'convenience_store', 'cafe', 'bakery', 'car_repair', 'finance', 'point_of_interest', 'store', 'food', 'establishment']"
ChIJ1-Ae632qXz4RL-0NRViDfUo,ChIJ1-Ae632qXz4RL-0NRViDfUo,ADNOC Mosque Khalifa Ind. City (662),طريق أبوظبي - دبي - Rd,Oman,Oman,24.7407817,54.8303436,4.8,69,0,Active,convenience_store,0,0,FALSE,scraped,800 300,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,http://www.adnocdistribution.ae/,12,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']"
ChIJNxWfzNxfZz4Rws-FuIxqHuc,ChIJNxWfzNxfZz4Rws-FuIxqHuc,Adnoc Oasis,شارع طريف - Liwa - Tarif Road,Oman,Oman,23.7670039,53.7704073,0,0,0,Active,convenience_store,0,0,FALSE,scraped,800 300,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,http://www.adnocdistribution.ae/,9,"['convenience_store', 'point_of_interest', 'store', 'food', 'establishment']"
ChIJy0CEz44sXj4RKZhPbjqQZCM,ChIJy0CEz44sXj4RKZhPbjqQZCM,ADNOC Oasis,Cycling Track - Abu Dhabi,Oman,Oman,24.161021,54.7473677,4.7,24,0,Active,convenience_store,0,0,FALSE,scraped,800 300,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,http://www.adnocdistribution.ae/,6,"['convenience_store', 'point_of_interest', 'food', 'store', 'establishment']"
ChIJERUdCAAtQz4RtiJwgNYluBY,ChIJERUdCAAtQz4RtiJwgNYluBY,Adnoc Oasis 525,779,Oman,Oman,24.2793034,52.6221406,3.3,3,0,Active,convenience_store,0,0,FALSE,scraped,,Monday: 6:00 AM – 10:00 PM | Tuesday: 6:00 AM – 10:00 PM | Wednesday: 6:00 AM – 10:00 PM | Thursday: 6:00 AM – 10:00 PM | Friday: 6:00 AM – 10:00 PM | Saturday: 6:00 AM – 10:00 PM | Sunday: 6:00 AM – 10:00 PM,,7,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']"
ChIJMaMpHJnvXT4RYs5EdD4C8FE,ChIJMaMpHJnvXT4RYs5EdD4C8FE,ADNOC Oasis Abu Al Abyad (894),أبو ظبي,Oman,Oman,24.0350914,53.8918344,3.9,19,0,Active,convenience_store,0,0,FALSE,scraped,800 300,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,http://www.adnocdistribution.ae/,10,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJdT1yVuw3Xj4RehtShIjFSqM,ChIJdT1yVuw3Xj4RehtShIjFSqM,Adnoc Oasis Al Dar 719,Adnoc Old Baniyas Club - near BAS Mall - Abu Dhabi,Oman,Oman,24.3034037,54.6222934,3.1,7,0,Active,convenience_store,0,0,FALSE,scraped,,,,20,"['convenience_store', 'store', 'point_of_interest', 'food', 'establishment']"
ChIJ-Sy1cAC1ij4RnPzf8n519x0,ChIJ-Sy1cAC1ij4RnPzf8n519x0,Adnoc Oasis Al Hilli 964,ADNOC - 964 Al Athar Street - Al Ain,Oman,Oman,24.2869052,55.7690652,5,3,0,Active,convenience_store,0,0,FALSE,scraped,,,,20,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']"
