store_id,place_id,store_name,address,city,region,lat,lng,rating,review_count,price_level,business_status,category,annual_sales_usd,lines_per_store,covered,source,phone,opening_hours,website,poi_count,google_types,vicinity,CHECK,x,x
ChIJcy6FJ6jpzTERRPIF629_Bfs,ChIJcy6FJ6jpzTERRPIF629_Bfs,PASAR MINI RAMADAN MAJU,"No.2, Jln Nusari Biz 2, Bandar Sri Sendayan",Sendayan,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6633036,101.8727399,5,6,0,Active,grocery_or_supermarket,0,0,FALSE,scraped,012-292 7867,,,0,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']","No.2, Jln Nusari Biz 2, Bandar Sri Sendayan, Sendayan",ChIJcy6FJ6jpzTERRPIF629_Bfs,Super/Groceries,
ChIJW8TSePDpzTERbqhwzvQuJ44,ChIJW8TSePDpzTERbqhwzvQuJ44,Eco Fresh Value Mart (NB2),"No. 5-9, Jalan Nusari Biz 2, 71950 Bandar Sri Sendayan, Negeri Sembilan Negeri Sembilan 2",Bandar Sri Sendayan,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6630317,101.8728996,3.1,8,0,Active,grocery_or_supermarket,0,0,FALSE,scraped,06-672 0990,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,,0,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']","No. 5-9, Jalan Nusari Biz 2, 71950 Bandar Sri Sendayan, Negeri Sembilan Negeri Sembilan 2, Bandar Sri Sendayan",ChIJW8TSePDpzTERbqhwzvQuJ44,Super/Groceries,
ChIJS6O_YVjnzTERv-JtxYfwNU8,ChIJS6O_YVjnzTERv-JtxYfwNU8,Econsave Forest Height (Hypermarket Wholesale),"Lot PT 20987 & 20988, Seremban Forest Height",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.698414,101.9709854,3.9,1312,0,Active,grocery_or_supermarket,0,0,FALSE,scraped,06-761 1124,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,http://www.econsave.com.my/,0,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","Lot PT 20987 & 20988, Seremban Forest Height, Seremban",ChIJS6O_YVjnzTERv-JtxYfwNU8,Super/Groceries,
ChIJoUP6ax3nzTERx1ihuiM-FrU,ChIJoUP6ax3nzTERx1ihuiM-FrU,Family Store,"3387, 3388, 3389 & 3390, Jalan RJ 6/1, Taman Rasah Jaya",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6799082,101.9475543,3.9,490,0,Active,grocery_or_supermarket,0,0,FALSE,scraped,06-631 4597,Monday: 8:30 AM – 10:00 PM | Tuesday: 8:30 AM – 10:00 PM | Wednesday: 8:30 AM – 10:00 PM | Thursday: 8:30 AM – 10:00 PM | Friday: 8:30 AM – 10:00 PM | Saturday: 8:30 AM – 10:00 PM | Sunday: 8:30 AM – 10:00 PM,https://www.familystore.com.my/,0,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","3387, 3388, 3389 & 3390, Jalan RJ 6/1, Taman Rasah Jaya, Seremban",ChIJoUP6ax3nzTERx1ihuiM-FrU,Super/Groceries,
ChIJOzXLK7XgzTERvzOV1IR_vWI,ChIJOzXLK7XgzTERvzOV1IR_vWI,Mydin Mall Senawang,"No. 110, Jalan BPS 7, Taman Senawang Indah",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.7009803,101.9798861,4.1,5046,0,Active,grocery_or_supermarket,0,0,FALSE,scraped,06-675 8867,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,https://mydin.my/,0,"['shopping_mall', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","No. 110, Jalan BPS 7, Taman Senawang Indah, Seremban",ChIJOzXLK7XgzTERvzOV1IR_vWI,Super/Groceries,
ChIJOWbYKm3nzTERKAenl42CC7s,ChIJOWbYKm3nzTERKAenl42CC7s,Kedai Buah-Buahan Piala Dunia / 世界杯生果批发零售商,"Lot 1712, Jalan Tok Ungku, Kampung Tok Ungku",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6984382,101.9488501,4.2,13,0,Active,grocery_or_supermarket,0,0,FALSE,scraped,017-795 1138,Monday: 8:00 AM – 9:30 PM | Tuesday: 8:00 AM – 9:30 PM | Wednesday: 8:00 AM – 9:30 PM | Thursday: 8:00 AM – 9:30 PM | Friday: 8:00 AM – 9:30 PM | Saturday: 8:00 AM – 9:30 PM | Sunday: 8:00 AM – 9:30 PM,https://m.facebook.com/%E4%B8%96%E7%95%8C%E6%9D%AF%E7%94%9F%E6%9E%9C%E6%89%B9%E5%8F%91%E9%9B%B6%E5%94%AE%E5%95%86-Kedai-Buah-Buahan-Piala-Dunia-246661825463452/,0,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","Lot 1712, Jalan Tok Ungku, Kampung Tok Ungku, Seremban",ChIJOWbYKm3nzTERKAenl42CC7s,Super/Groceries,
ChIJGa_UJy_nzTERhAwduLefG1M,ChIJGa_UJy_nzTERhAwduLefG1M,Lotus's Seremban Jaya,"12264, Jalan Seremban Jaya, Taman Seremban Jaya",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6843703,101.9709753,3.9,4153,1,Active,grocery_or_supermarket,0,0,FALSE,scraped,06-679 2177,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,https://corp.lotuss.com.my/store/lotuss-seremban-jaya,0,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","12264, Jalan Seremban Jaya, Taman Seremban Jaya, Seremban",ChIJGa_UJy_nzTERhAwduLefG1M,Super/Groceries,
ChIJmU2a6qXnzTERr7y8VB1FMWg,ChIJmU2a6qXnzTERr7y8VB1FMWg,DD Fresh Meat Retail Shops ( Senawang Branch)天定猪肉便利店 Omega3 pork,"2543, Jalan SJ 2/1, Taman Seremban Jaya",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6826469,101.9725351,4,4,0,Active,grocery_or_supermarket,0,0,FALSE,scraped,012-651 0122,Monday: Closed | Tuesday: 7:00 AM – 3:30 PM | Wednesday: 7:00 AM – 3:30 PM | Thursday: 7:00 AM – 3:30 PM | Friday: 7:00 AM – 3:30 PM | Saturday: 7:00 AM – 3:30 PM | Sunday: 7:00 AM – 3:30 PM,https://m.me/ddfreshmeat?ref=w13673615,0,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","2543, Jalan SJ 2/1, Taman Seremban Jaya, Seremban",ChIJmU2a6qXnzTERr7y8VB1FMWg,Super/Groceries,
ChIJfSOc79TmzTERy00hQxXe5Sw,ChIJfSOc79TmzTERy00hQxXe5Sw,TF Multi Food Marketing Sdn bhd,"4, Jalan SJ 8/4a, Taman Seremban Jaya",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6756693,101.9780368,4.1,24,0,Active,grocery_or_supermarket,0,0,FALSE,scraped,06-678 7569,Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: 8:00 AM – 2:00 PM,,0,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']","4, Jalan SJ 8/4a, Taman Seremban Jaya, Seremban",ChIJfSOc79TmzTERy00hQxXe5Sw,Super/Groceries,
ChIJtVl9RNXnzTERxUaTABSdX9I,ChIJtVl9RNXnzTERxUaTABSdX9I,Pasar Mini Ban Cheong 万昌贸易药行酒庄迷你市场,"3834, Jalan SJ 8/3, Taman Seremban Jaya",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6748036,101.9774761,4.3,4,0,Active,grocery_or_supermarket,0,0,FALSE,scraped,014-515 0319,Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: 9:00 AM – 12:30 PM,,0,"['supermarket', 'grocery_or_supermarket', 'store', 'health', 'food', 'point_of_interest', 'establishment']","3834, Jalan SJ 8/3, Taman Seremban Jaya, Seremban",ChIJtVl9RNXnzTERxUaTABSdX9I,Super/Groceries,
ChIJR_SacZznzTER1Xg7FB04uHc,ChIJR_SacZznzTER1Xg7FB04uHc,muhibah frozen food seremban jaya,"3989, Jalan SJ 8/5, Taman Seremban Jaya",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6743648,101.9789281,4.1,14,0,Active,grocery_or_supermarket,0,0,FALSE,scraped,012-277 5060,Monday: 8:30 AM – 7:00 PM | Tuesday: 8:30 AM – 8:00 PM | Wednesday: 8:30 AM – 8:00 PM | Thursday: 8:30 AM – 8:00 PM | Friday: 8:30 AM – 8:00 PM | Saturday: 8:30 AM – 8:00 PM | Sunday: 8:30 AM – 8:00 PM,,0,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","3989, Jalan SJ 8/5, Taman Seremban Jaya, Seremban",ChIJR_SacZznzTER1Xg7FB04uHc,Super/Groceries,
ChIJVWYCKUfnzTERiKJiErW__LI,ChIJVWYCKUfnzTERiKJiErW__LI,kilang roti dan kek yuri,"70450, 11-15, Jalan Seroja 18, Taman Yoon Fook",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.700506,101.9638688,3,2,0,Active,grocery_or_supermarket,0,0,FALSE,scraped,,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: 9:00 AM – 5:00 PM,,0,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","70450, 11-15, Jalan Seroja 18, Taman Yoon Fook, Seremban",ChIJVWYCKUfnzTERiKJiErW__LI,Super/Groceries,
ChIJr-rEsavnzTERYoJAIrMJ1rc,ChIJr-rEsavnzTERYoJAIrMJ1rc,Devibala Cash & Carry Sdn Bhd,"59, Jalan PKBB 4",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6996157,101.9526613,4.5,174,0,Active,grocery_or_supermarket,0,0,FALSE,scraped,010-385 5509,Monday: 9:00 AM – 8:45 PM | Tuesday: 9:00 AM – 8:45 PM | Wednesday: 9:00 AM – 8:45 PM | Thursday: 9:00 AM – 8:45 PM | Friday: 9:00 AM – 8:45 PM | Saturday: 9:00 AM – 8:45 PM | Sunday: 9:00 AM – 8:45 PM,,0,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","59, Jalan PKBB 4, Seremban",ChIJr-rEsavnzTERYoJAIrMJ1rc,Super/Groceries,
ChIJX_mgsp7hzTERLgbljwHykNw,ChIJX_mgsp7hzTERLgbljwHykNw,99 Speedmart 1992 (NS) Taman Seremban Jaya 3,"Ground Floor, No : 529, Jalan SJ 9/1, Taman Seremban Jaya",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6706596,101.9826606,3.8,10,0,Active,grocery_or_supermarket,0,0,FALSE,scraped,03-3362 6863,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,http://www.99speedmart.com.my/,0,"['convenience_store', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","Ground Floor, No : 529, Jalan SJ 9/1, Taman Seremban Jaya, Seremban",ChIJX_mgsp7hzTERLgbljwHykNw,Super/Groceries,
ChIJ456XyIHnzTERjyFmgnxh7VQ,ChIJ456XyIHnzTERjyFmgnxh7VQ,PickOnly,NO 5945,Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6994528,101.9798888,0,0,0,Active,grocery_or_supermarket,0,0,FALSE,scraped,014-604 9509,Monday: 9:00 PM – 12:00 AM | Tuesday: 9:00 PM – 12:00 AM | Wednesday: 9:00 PM – 12:00 AM | Thursday: Closed | Friday: 9:00 – 11:30 PM | Saturday: 9:00 – 11:30 PM | Sunday: 9:00 – 11:30 PM,,0,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","NO 5945, Seremban",ChIJ456XyIHnzTERjyFmgnxh7VQ,Super/Groceries,
ChIJjeu7EczgzTERSntXu20IJ8Q,ChIJjeu7EczgzTERSntXu20IJ8Q,Gedung Big 10 (Seremban) Sdn. Bhd.,"No. 26, 27, & 28, Jalan Kemuning 1, Taman Kemuning",Senawang,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.692531,101.9851532,0,0,0,Active,grocery_or_supermarket,0,0,FALSE,scraped,06-657 1098,,,0,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","No. 26, 27, & 28, Jalan Kemuning 1, Taman Kemuning, Senawang",ChIJjeu7EczgzTERSntXu20IJ8Q,Super/Groceries,
ChIJEcOLm87gzTERpP5ABra1iso,ChIJEcOLm87gzTERpP5ABra1iso,TEN TEN Retail - Senawang,"Jalan Kemuning 1, Taman Kemuning",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6916909,101.9862503,3.7,117,0,Active,grocery_or_supermarket,0,0,FALSE,scraped,012-915 1210,Monday: 11:00 AM – 10:00 PM | Tuesday: 11:00 AM – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 11:00 AM – 10:00 PM | Sunday: 11:00 AM – 10:00 PM,https://www.tentenshop.com.my/store_locator.php,0,"['department_store', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","Jalan Kemuning 1, Taman Kemuning, Seremban",ChIJEcOLm87gzTERpP5ABra1iso,Super/Groceries,
