city,place_id,name,name_norm,address,lat,lng,types,banner,format,reckitt_target
"RECIFE, PE",,Supermarket Extrabom - Crossroads,supermarket extrabom - crossroads,"Av. Norte Miguel Arraes de Alencar, S/N - Encruzilhada, Recife - PE, 52041-005, Brazil",-8.037124,-34.89446900000001,"establishment,food,grocery_or_supermarket,liquor_store,point_of_interest,store,supermarket",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Supermercado Rende Mais - Pina,supermercado rende mais - pina,"R. Arabaiana, 243 - loja 3 - Brasília Teimosa, Recife - PE, 51010-200, Brazil",-8.085391999999999,-34.8799281,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Minuto Pão de Açúcar,minuto pao de acucar,"R. Amélia, 685 - Graças, Recife - PE, 52011-050, Brazil",-8.0452855,-34.901484,"bakery,convenience_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",Independente / Sem chain identificado,Padaria,REVIEW
"RECIFE, PE",,Frutihorti,frutihorti,"Br 101 sul km 70 - Galpão 1.0 Lojas 5 - 7 - Curado, Recife - PE, Brazil",-8.0704017,-34.9454612,"establishment,food,point_of_interest",Independente / Sem chain identificado,Outros,REVIEW
"RECIFE, PE",,Esquina Hortifruti,esquina hortifruti,"Av. Cap. Gregório de Caldas, 694 - B - Areias, Recife - PE, 50870-180, Brazil",-8.098895299999999,-34.9322056,"establishment,food,point_of_interest,store",Independente / Sem chain identificado,Outros,REVIEW
"RECIFE, PE",,Verdão Bom Jesus | Hortifruti com Delivery e Drive Thru em Recife,verdao bom jesus | hortifruti delivery e drive thru em recife,"R. Jerônimo Viléla, 701 - Campo Grande, Recife - PE, 52040-180, Brazil",-8.0259509,-34.882713,"establishment,food,point_of_interest,store",Independente / Sem chain identificado,Outros,REVIEW
"RECIFE, PE",,VerdFrut - Boa Viagem 2 - Recife - PE,verdfrut - boa viagem 2 - recife - pe,"R. Padre Bernadino Pessoa, 605 - Boa Viagem, Recife - PE, 51020-210, Brazil",-8.1124437,-34.8976602,"establishment,food,point_of_interest,store",Independente / Sem chain identificado,Outros,REVIEW
"RECIFE, PE",,Q-HORTA,q-horta,"R. Dr. Eudes Costa, 2189 - Água Fria, Recife - PE, 52111-240, Brazil",-8.0182458,-34.8935184,"establishment,food,grocery_or_supermarket,point_of_interest,store",Independente / Sem chain identificado,Mercadinho / Supermercado,TARGET
"RECIFE, PE",,Hortibrasil Distribuidora de Hortifruti,hortibrasil distribuidora de hortifruti,"Rodovia BR 101 sul, 550, GL LA-4 22 - Curado, Recife - PE, 50790-900, Brazil",-8.075286,-34.947392,"establishment,food,point_of_interest",Independente / Sem chain identificado,Distribuidora,REVIEW
"RECIFE, PE",,Hortifruti Paraíso Verde,hortifruti paraiso verde,"Av. Bicentenário da Revolução Francesa, 243 - Torrões, Recife - PE, 50660-720, Brazil",-8.0588416,-34.9386379,"establishment,food,point_of_interest,store",Independente / Sem chain identificado,Outros,REVIEW
"RECIFE, PE",,"VerdFrut - Casa Forte - Recife, PE","verdfrut - casa forte - recife, pe","Rua da Harmonia, 881 - Casa Amarela, Recife - PE, 52051-390, Brazil",-8.0314964,-34.9149969,"establishment,food,point_of_interest,store",Independente / Sem chain identificado,Outros,REVIEW
"RECIFE, PE",,Lima's Hortifruti,lima's hortifruti,"R. Itaquice, 174 - Ipsep, Recife - PE, 51350-160, Brazil",-8.106176999999999,-34.917384,"establishment,food,point_of_interest",Independente / Sem chain identificado,Outros,REVIEW
"RECIFE, PE",,DaTerra Hortifruti,daterra hortifruti,"Av. José Américo de Almeida, 230 B - e D - Macaxeira, Recife - PE, 52090-320, Brazil",-8.0139909,-34.9294302,"establishment,food,point_of_interest",Independente / Sem chain identificado,Outros,REVIEW
"RECIFE, PE",,Hortifruti Moxotó,hortifruti moxoto,"Av. Pinheiros, 74 - B - Imbiribeira, Recife - PE, 51170-120, Brazil",-8.091071,-34.9093347,"establishment,food,point_of_interest,store",Independente / Sem chain identificado,Outros,REVIEW
"RECIFE, PE",,Mercadinho e Hortifruti Nossa Senhora Aparecida -Achecomérciope,mercadinho e hortifruti nossa senhora aparecida -achecomerciope,"Av. Beberibe, 2782 - Fundão, Recife - PE, 52130-135, Brazil",-8.014618,-34.889542,"establishment,point_of_interest",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Albuquerque Hortifruti,albuquerque hortifruti,"RODOVIA BR-101 - Viaduto da CEASA, SUL 550 - Box 55 - Curado, Recife - PE, 50790-900, Brazil",-8.073914499999999,-34.947728,"establishment,food,point_of_interest",Independente / Sem chain identificado,Outros,REVIEW
"RECIFE, PE",,Frutaria,frutaria,"Av. Conselheiro Aguiar, 3621 - Boa Viagem, Recife - PE, 51020-021, Brazil",-8.120263999999999,-34.896887,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",Independente / Sem chain identificado,Mercadinho / Supermercado,TARGET
"RECIFE, PE",,VerdFrut - Parque Amorim,verdfrut - parque amorim,"R. João Fernandes Viêira, 741 - Boa Vista, Recife - PE, 50050-245, Brazil",-8.0522604,-34.894525,"establishment,food,point_of_interest,store",Independente / Sem chain identificado,Outros,REVIEW
"RECIFE, PE",,Eva hortifruti Box 145,eva hortifruti box 145,"R. Padre Lemos - Casa Amarela, Recife - PE, 52070-200, Brazil",-8.026434799999999,-34.9183877,"establishment,point_of_interest",Independente / Sem chain identificado,Outros,REVIEW
"RECIFE, PE",,Moura Hortifruti,moura hortifruti,"R. Cap. Vicente Curado, 715 - COHAB, Recife - PE, 51320-040, Brazil",-8.132895999999999,-34.9491049,"establishment,food,point_of_interest,store",Independente / Sem chain identificado,Outros,REVIEW
"RECIFE, PE",,"VerdFrut - 17 de Agosto - Poço da Panela / Recife, PE","verdfrut - 17 de agosto - poco da panela / recife, pe","Av. Dezessete de Agosto, 1737 - Poço da Panela, Recife - PE, 52060-485, Brazil",-8.0338359,-34.9224472,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",Independente / Sem chain identificado,Mercadinho / Supermercado,TARGET
"RECIFE, PE",,Muito Mais Hortifruti,muito mais hortifruti,"Av. Gen. San Martin, 55B - San Martin, Recife - PE, 50761-290, Brazil",-8.0694651,-34.9282377,"establishment,food,grocery_or_supermarket,point_of_interest,store",Independente / Sem chain identificado,Mercadinho / Supermercado,TARGET
"RECIFE, PE",,VerdFrut -Corta Jaca Recife - PE,verdfrut -corta jaca recife - pe,"Av. Conselheiro Aguiar, 3572 - Boa Viagem, Recife - PE, 51020-021, Brazil",-8.1195459,-34.8970063,"establishment,food,point_of_interest,store",Independente / Sem chain identificado,Outros,REVIEW
"RECIFE, PE",,VerdFrut - Pina,verdfrut - pina,"Av. Conselheiro Aguiar, 485 - Pina, Recife - PE, 51011-031, Brazil",-8.094812899999999,-34.8843051,"establishment,food,point_of_interest,store",Independente / Sem chain identificado,Outros,REVIEW
"RECIFE, PE",,Renascer Frutas e Verduras,renascer frutas e verduras,"R. Onze de Fevereiro, 722 - Torrões, Recife - PE, 50640-340, Brazil",-8.0598802,-34.9343038,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",Independente / Sem chain identificado,Mercadinho / Supermercado,TARGET
"RECIFE, PE",,Kitanda de Frutas e verduras,kitanda de frutas e verduras,"Rua Fernando Fink Filho, S/N - Torre, Recife - PE, 50620-400, Brazil",-8.043210499999999,-34.9123877,"establishment,food,point_of_interest,store",Independente / Sem chain identificado,Outros,REVIEW
"RECIFE, PE",,"VerdFrut - Graças - Recife, PE","verdfrut - gracas - recife, pe","R. Joaquim Nabuco, 636 - Graças, Recife - PE, 50010-480, Brazil",-8.0539231,-34.9037955,"establishment,food,point_of_interest,store",Independente / Sem chain identificado,Outros,REVIEW
"RECIFE, PE",,Sacolão Frutas e Verduras,sacolao frutas e verduras,"R. São Luís, 369 - Pina, Recife - PE, 51011-270, Brazil",-8.089877699999999,-34.8885769,"establishment,food,point_of_interest,store",Independente / Sem chain identificado,Outros,REVIEW
"RECIFE, PE",,Além do Campo - Rosa e Silva,alem do campo - rosa e silva,"Av. Conselheiro Rosa e Silva, 1167 - Graças, Recife - PE, 52050-225, Brazil",-8.0411913,-34.8984812,"establishment,food,grocery_or_supermarket,point_of_interest,store",Independente / Sem chain identificado,Mercadinho / Supermercado,TARGET
"RECIFE, PE",,CEASA,ceasa,"BR 101 Sul, Km 70, Nº 550 70 - Estrada Particular Terminal Integrado do Barro (Sul - BR-101, s/n - Curado, Recife - PE, 50790-640, Brazil",-8.0716501,-34.9429965,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",Independente / Sem chain identificado,Mercadinho / Supermercado,TARGET
"RECIFE, PE",,Além do Campo,alem do campo,"Av. Dezessete de Agosto, 125 - Parnamirim, Recife - PE, 52060-590, Brazil",-8.03416,-34.91081339999999,"establishment,point_of_interest",Independente / Sem chain identificado,Outros,REVIEW
"RECIFE, PE",,Quitandaria (Hipódromo),quitandaria (hipodromo),"Estr. de Belém, 313 - Hipódromo, Recife - PE, 52041-695, Brazil",-8.0354618,-34.8885891,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",Independente / Sem chain identificado,Mercadinho / Supermercado,TARGET
"RECIFE, PE",,Emporium Sweet Life,emporium sweet life,"Praça Dom Vital, 119 - São José, Recife - PE, 50020-310, Brazil",-8.0688398,-34.8776961,"establishment,food,grocery_or_supermarket,health,point_of_interest,store",Independente / Sem chain identificado,Mercadinho / Supermercado,TARGET
"RECIFE, PE",,Empório Pura Vida,emporio pura vida,"R. da Praia, 169 - Santo Antônio, Recife - PE, 50020-550, Brazil",-8.0681169,-34.8770974,"establishment,food,health,point_of_interest,store",Independente / Sem chain identificado,Mercearia / Empório,REVIEW
"RECIFE, PE",,Atacado dos Naturais,atacado dos naturais,"R. do Nogueira, 158 - São José, Recife - PE, 50020-340, Brazil",-8.0697586,-34.8782854,"establishment,food,health,point_of_interest,store",Independente / Sem chain identificado,Atacarejo,TARGET
"RECIFE, PE",,Nosso Granel,nosso granel,"R. José Bonifácio, 1315 - Torre, Recife - PE, 50710-000, Brazil",-8.040448399999999,-34.9103418,"establishment,food,health,point_of_interest,store",Independente / Sem chain identificado,Clínica / Saúde,REVIEW
"RECIFE, PE",,FB Distribuidora - Produtos Naturais,fb distribuidora - produtos naturais,"Tv. do Arsenal de Guerra, 135 - Santo Antônio, Recife - PE, 50020-630, Brazil",-8.0666168,-34.8770003,"establishment,food,point_of_interest,store",Independente / Sem chain identificado,Distribuidora,REVIEW
"RECIFE, PE",,Empório Ferreira Produtos Naturais,emporio ferreira produtos naturais,"R. da Praia, 175 - Santo Antônio, Recife - PE, 50020-550, Brazil",-8.0681601,-34.8771065,"establishment,food,health,point_of_interest,store",Independente / Sem chain identificado,Mercearia / Empório,REVIEW
"RECIFE, PE",,Celeste Alimentos,celeste alimentos,"R. Eng. Andre D de Arruda Falcão, 56 - Caxangá, Recife - PE, 50980-490, Brazil",-8.026464599999999,-34.9588663,"establishment,point_of_interest",Independente / Sem chain identificado,Outros,REVIEW
"RECIFE, PE",,Grão Empório Natural,grao emporio natural,"Av. Conselheiro Rosa e Silva, 403 - Graças, Recife - PE, 52020-225, Brazil",-8.0478781,-34.8971092,"establishment,food,health,point_of_interest,store",Independente / Sem chain identificado,Mercearia / Empório,REVIEW
"RECIFE, PE",,Empório Ferreira Bandeira,emporio ferreira bandeira,"R. da Praia, 34 - São José, Recife - PE, 50020-550, Brazil",-8.0669005,-34.876922,"establishment,food,health,point_of_interest,store",Independente / Sem chain identificado,Mercearia / Empório,REVIEW
"RECIFE, PE",,Casa Pedro Ferreira - Produtos Saudáveis,casa pedro ferreira - produtos saudaveis,"Praça Dom Vital, 123 - São José, Recife - PE, 50020-595, Brazil",-8.0688113,-34.8777056,"establishment,food,health,point_of_interest,store",Independente / Sem chain identificado,Clínica / Saúde,REVIEW
"RECIFE, PE",,Atacadão Center Doces,atacadao center doces,"Praça Dom Vital, 63 - São José, Recife - PE, 50020-280, Brazil",-8.0688113,-34.8772633,"establishment,food,point_of_interest,store",Atacadão,Atacarejo,TARGET
"RECIFE, PE",,A&B Food Suppliers,a&b food suppliers,"R. Jundiaí, 64-76 - Curado, Recife - PE, 50790-900, Brazil",-8.072902899999999,-34.9458343,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",Independente / Sem chain identificado,Mercadinho / Supermercado,TARGET
"RECIFE, PE",,Nosso Granel Ilha do Leite,nosso granel ilha do leite,"Edifício Thomas Edison - Ilha do Leite, Recife - PE, 52021-170, Brazil",-8.0640699,-34.8966379,"establishment,food,health,point_of_interest,store",Independente / Sem chain identificado,Clínica / Saúde,REVIEW
"RECIFE, PE",,"Irmãos Haluli - Essências, frascos, artesanato, confeitaria, embalagens","irmaos haluli - essencias, frascos, artesanato, confeitaria, embalagens","R. Santa Rita, 216 - São José, Recife - PE, 50020-320, Brazil",-8.0705446,-34.8785821,"bakery,clothing_store,establishment,food,home_goods_store,point_of_interest,store",Independente / Sem chain identificado,Padaria,REVIEW
"RECIFE, PE",,Nosso Granel Espinheiro - Loja de Suplementos Recife | Loja de Brigadeiro Saudável | Loja de Produtos Naturais e Temperos,nosso granel espinheiro - loja de suplementos recife | loja de brigadeiro saudavel | loja de produtos naturais e temperos,"R. Santo Elías, 367 - loja 10 - Espinheiro, Recife - PE, 52020-095, Brazil",-8.0451435,-34.8931603,"establishment,food,health,point_of_interest,store",Independente / Sem chain identificado,Clínica / Saúde,REVIEW
"RECIFE, PE",,Mundo Verde,mundo verde,"R. Joaquim Nabuco, 701 - Derby, Recife - PE, 52010-300, Brazil",-8.0530426,-34.9027218,"establishment,food,health,point_of_interest,store",Independente / Sem chain identificado,Clínica / Saúde,REVIEW
"RECIFE, PE",,Simples Granel Mercado Fit,simples granelrcado fit,"R. Real da Torre, 889 - Madalena, Recife - PE, 50710-100, Brazil",-8.049204099999999,-34.9086985,"establishment,food,health,point_of_interest,store",Independente / Sem chain identificado,Clínica / Saúde,REVIEW
"RECIFE, PE",,Padeirão Zona Sul,padeirao zona sul,"Av. General Mac Arthur, 211 A - Imbiribeira, Recife - PE, 51150-400, Brazil",-8.1091546,-34.9100897,"establishment,food,point_of_interest,store",Zona Sul,Supermercado,TARGET
"RECIFE, PE",,Cadan Distribuição SEDE,cadan distribuicao sede,"Rod. Br Cento e Um, 4505 - Galpão A - Ibura, Recife - PE, 51240-340, Brazil",-8.0993765,-34.9485644,"establishment,food,point_of_interest",Independente / Sem chain identificado,Outros,REVIEW
"RECIFE, PE",,Minuto Pão de Açúcar,minuto pao de acucar,"Avenida Conselheiro Aguiar, 2034 - Boa Viagem, Recife",-8.107733999999999,-34.88999399999999,"supermarket,convenience_store,bakery,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Bem Bom Prime Boa Viagem,bem bom prime boa viagem,"Rua Padre Bernadino Pessoa, 317 - Boa Viagem, Recife",-8.1137062,-34.8956764,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Recibom,recibom,"Avenida Engenheiro Domingos Ferreira, 306 - Pina, Recife",-8.0949391,-34.8855334,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Mercadinho Preço Ideal,mercadinho preco ideal,"Avenida Doutor Dirceu Velloso Toscano de Brito - Pina, Recife",-8.0886655,-34.89592889999999,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Mercadinho e Padaria Beira Rio,mercadinho e padaria beira rio,"Rua Vera Cruz, 01 - Pina, Recife",-8.0878671,-34.8938089,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Palato RioMar,palato riomar,"Avenida República do Líbano, 251 - Pina, Recife",-8.0864409,-34.8944853,"grocery_or_supermarket,shopping_mall,supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercadinho / Supermercado,TARGET
"RECIFE, PE",,Mercadinho 3 Irmãos,mercadinho 3 irmaos,"Travessa Honoropolis, 58 - Pina, Recife",-8.089400499999998,-34.8911515,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Mercadinho Do Zezinho,mercadinho do zezinho,"Rua Honoropolis, 130 - Pina, Recife",-8.090199199999999,-34.8906278,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Mercadinho Altas Horas,mercadinho altas horas,"Rua Osvaldo Machado, 208 - Pina, Recife",-8.091836799999998,-34.88973180000001,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Hortfruti Do Surfista,hortfruti do surfista,"Travessa João Murilo De Oliveira - Imbiribeira, Recife",-8.104168000000001,-34.9054972,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,N Mercadinho,nrcadinho,"Rua Honoropolis, 364 - Pina, Recife",-8.090219200000002,-34.8900726,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Mercadinho O Baratinho,mercadinho o baratinho,"Rua São Luís, 455 - Pina, Recife",-8.090167500000002,-34.88928489999999,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Irmã do galeto,irma do galeto,"Travessa João Murilo De Oliveira - Imbiribeira, Recife",-8.1060936,-34.9057278,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,T.M VARIEDADES,t.m variedades,"Avenida Encanta Moça, 927 - Pina, Recife",-8.0971247,-34.8876544,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,BEM BOM SUPERMERCADOS,bem boms,"080, Avenida Encanta Moça, 1161 - Pina, Recife",-8.096653499999999,-34.8875041,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Bomboniere MM,bomboniere mm,"Avenida Encanta Moça - Pina, Recife",-8.0932509,-34.8866744,"supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Companhia Brasileira de Distribuição,companhia brasileira de distribuicao,"Avenida Engenheiro Domingos Ferreira, 1818 - Boa Viagem, Recife",-8.1046547,-34.8898337,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",GPA (CBD),Holding / Distribuição,TARGET
"RECIFE, PE",,广州超市(广州饭店)Mercadinho chinês,()mercadinho chines,"Rua Manoel de Brito, 84 - Pina, Recife",-8.085905,-34.88736480000001,"supermarket,grocery_or_supermarket,store,restaurant,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Casa Da Mussarela,casa da mussarela,"Rua João Carlos Guimarães, 123 - Afogados, Recife",-8.0789792,-34.9057093,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,ILHA MAR REPRESENTAÇÕES LTDA,ilha mar representacoes,"Avenida Conselheiro Aguiar, 1472 - sl 210 - Boa Viagem, Recife",-8.103157599999998,-34.8881932,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Supermercado Dular,supermercado dular,"Estrada dos Remédios, 126 - Afogados, Recife",-8.079067999999998,-34.9066758,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Mercadinho J & M • Sr. Manoel,mercadinho j & m  sr. manoel,"Rua Professor Eduardo Wanderley Filho, 51 - Boa Viagem, Recife",-8.109351999999998,-34.89571199999999,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Supermercado São Luiz,supermercado sao luiz,"Rua do Acre, 40 - Afogados, Recife",-8.078696399999998,-34.90722959999999,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Mercadinho Dois Irmãos - Afogados,mercadinho dois irmaos - afogados,"Rua do Acre, 36 - Afogados, Recife",-8.078714999999999,-34.9073629,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Ling Promoções,ling promocoes,"Rua Dona Benvinda de Farias, 622 - Boa Viagem, Recife",-8.1091293,-34.894275,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Via-Sul Mercadinho,via-sulrcadinho,"Avenida Sul Governador Cid Sampaio, 90 - Cabanga, Recife",-8.0777108,-34.89688619999999,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Mercado Central Da Economia,mercado central da economia,Brazil,-8.088461499999998,-34.8846647,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Mercearia Tá Tá Tá,mercearia ta ta ta,"Rua José Maria de Miranda, 299 - Boa Viagem, Recife",-8.1088487,-34.8927561,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercearia / Empório,TARGET
"RECIFE, PE",,Mercadinho Quebra Galho,mercadinho quebra galho,"Rua José Mariano Filho, 32 - Pina, Recife",-8.085281399999998,-34.8858735,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Shell Select,shell select,"Avenida Engenheiro Domingos Ferreira, 1222 - Boa Viagem, Recife",-8.1002663,-34.8875935,"convenience_store,store,food,point_of_interest,establishment",Select (Petrobras),Conveniência,TARGET
"RECIFE, PE",,BR Mania Conveniência,br mania conveniencia,"Avenida Engenheiro Domingos Ferreira, 2117 - Boa Viagem, Recife",-8.1090904,-34.8912316,"convenience_store,gas_station,atm,meal_takeaway,cafe,car_repair,finance,store,restaurant,food,point_of_interest,establishment",BR Mania (Petrobras),Conveniência,TARGET
"RECIFE, PE",,Posto Petrobras,posto petrobras,"Avenida Engenheiro Domingos Ferreira, 2117 - Boa Viagem, Recife",-8.1090904,-34.8912316,"gas_station,car_wash,convenience_store,car_repair,store,restaurant,food,point_of_interest,establishment",Petrobras,Posto / Conveniência,TARGET
"RECIFE, PE",,Mercearia Dona Dôra,mercearia dona dora,"Rua José Rodrigues, 770 - Pina, Recife",-8.093137399999998,-34.8913379,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercearia / Empório,TARGET
"RECIFE, PE",,Mercearia cecinha e wagner,mercearia cecinha e wagner,"Rua Vila Teimosa, 254 - Pina, Recife",-8.096287,-34.8867479,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercearia / Empório,TARGET
"RECIFE, PE",,BomBomlanche,bombomlanche,"Avenida Encanta Moça, 452 - Pina, Recife",-8.0923806,-34.8864074,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,CONVENIÊNCIA O BARATEIRO,conveniencia o barateiro,"Rua General Estilac Leal, 201 - Cabanga, Recife",-8.0799505,-34.8962519,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,Bira Água mineral,bira agua mineral,"Rua São Luís, 122 - Pina, Recife",-8.0886265,-34.8867602,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,Posto Petrobras,posto petrobras,"Avenida Antônio de Góes, 218 - Pina, Recife",-8.0855377,-34.88711869999999,"gas_station,car_wash,convenience_store,car_repair,store,restaurant,food,point_of_interest,establishment",Petrobras,Posto / Conveniência,TARGET
"RECIFE, PE",,AmPm,ampm,"Avenida Engenheiro Domingos Ferreira, 1537 - Boa Viagem, Recife",-8.1049911,-34.889206,"convenience_store,store,food,point_of_interest,establishment",AmPm (Shell),Conveniência,TARGET
"RECIFE, PE",,Vupt • Loja de Conveniência 24h,vupt  loja de conveniencia 24h,Brazil,-8.0908082,-34.8849598,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,Posto Petrobras,posto petrobras,"Avenida Herculano Bandeira, S/N - Pina, Recife",-8.090869000000001,-34.884923,"gas_station,car_wash,convenience_store,car_repair,store,restaurant,food,point_of_interest,establishment",Petrobras,Posto / Conveniência,TARGET
"RECIFE, PE",,BR Mania Conveniência,br mania conveniencia,"Avenida Conselheiro Aguiar, 1540 - Boa Viagem, Recife",-8.1041102,-34.8883665,"convenience_store,gas_station,atm,meal_takeaway,cafe,car_repair,finance,store,restaurant,food,point_of_interest,establishment",BR Mania (Petrobras),Conveniência,TARGET
"RECIFE, PE",,Lwedelivery,lwedelivery,"Rua José Maria de Miranda, 285 - loja 3 - Boa Viagem, Recife",-8.1089275,-34.8923952,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,Alforria Conveniência,alforria conveniencia,"Avenida Herculano Bandeira, 231 - Pina, Recife",-8.0904384,-34.8837674,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,COVENIENCIA O BARATEIRO,coveniencia o barateiro,"Rua Vila Nova da Cabanga, 94 - Cabanga, Recife",-8.077287499999997,-34.8948766,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,BV Beer,bv beer,"Rua Antônio Falcão, 40 - Imbiribeira, Recife",-8.1122304,-34.9021539,"convenience_store,food,store,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,Conveniência Polo Pina,conveniencia polo pina,"Avenida Boa Viagem - Boa Viagem, Recife",-8.0919067,-34.8823443,"convenience_store,food,store,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,Posto Petrobras,posto petrobras,"Avenida Sul Governador Cid Sampaio, 1344 - São José, Recife",-8.076252000000002,-34.893495,"gas_station,convenience_store,car_wash,car_repair,restaurant,food,store,point_of_interest,establishment",Petrobras,Posto / Conveniência,TARGET
"RECIFE, PE",,Prime Beer | Mercearia Conceição,prime beer |rcearia conceicao,"Rua Cabo Eutrópio, 102 - São José, Recife",-8.073999299999999,-34.90050089999999,"convenience_store,food,store,point_of_interest,establishment",Independente / Sem chain identificado,Mercearia / Empório,TARGET
"RECIFE, PE",,BR Mania Conveniência,br mania conveniencia,"Avenida Engenheiro Domingos Ferreira, 2640 - Boa Viagem, Recife",-8.1128243,-34.8939808,"convenience_store,gas_station,meal_takeaway,atm,car_repair,finance,cafe,restaurant,food,store,point_of_interest,establishment",BR Mania (Petrobras),Conveniência,TARGET
