store_id,place_id,store_name,address,city,region,lat,lng,rating,review_count,price_level,business_status,category,annual_sales_usd,lines_per_store,covered,source,phone,opening_hours,website,poi_count,google_types,vicinity
ChIJx1cVJwDrzTERuQAql72iMp4,ChIJx1cVJwDrzTERuQAql72iMp4,99 Speedmart 3519 (NS) Taman Jimah Indah,"No: PT 830 (Ground Floor, Tanah Merah Site A, Jalan Teratai 3, Taman Jimah Indah",Port Dickson,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6786595,101.7595233,0.0,0,0,Active,convenience_store,0.0,0,False,scraped,03-3362 6863,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,https://www.99speedmart.com.my/,0,"['convenience_store', 'store', 'point_of_interest', 'food', 'establishment']","No: PT 830 (Ground Floor, Tanah Merah Site A, Jalan Teratai 3, Taman Jimah Indah, Port Dickson"
ChIJ9YA-XubnzTER0z36x_NoeEw,ChIJ9YA-XubnzTER0z36x_NoeEw,DTiara Mart,"Pusat Komersial, 9-G, Jalan Tiara Sendayan Biz 1, Tiara Sendayan",Sendayan,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.7018588,101.8185433,5.0,1,0,Active,convenience_store,0.0,0,False,scraped,010-204 3786,Monday: 6:30 AM – 10:30 PM | Tuesday: 6:30 AM – 10:30 PM | Wednesday: 6:30 AM – 10:30 PM | Thursday: 6:30 AM – 10:30 PM | Friday: 6:30 AM – 10:30 PM | Saturday: 6:30 AM – 10:30 PM | Sunday: 6:30 AM – 10:30 PM,,0,"['convenience_store', 'food', 'finance', 'store', 'point_of_interest', 'establishment']","Pusat Komersial, 9-G, Jalan Tiara Sendayan Biz 1, Tiara Sendayan, Sendayan"
ChIJwbl3bADpzTERh8CzYuFVs64,ChIJwbl3bADpzTERh8CzYuFVs64,Vani Rani Grocery,PR29+RC,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara","Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.702067399999999,101.8185075,5.0,10,0,Active,convenience_store,0.0,0,False,scraped,011-2111 9800,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 9:30 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']",PR29+RC
ChIJ009TvGjHzTERCqMEwomYcxk,ChIJ009TvGjHzTERCqMEwomYcxk,99 Speedmart 2778 (NS) Tiara Sendayan,No: 13 (Ground Floor Jalan Tiara Sendayan Biz 1 Pusat Komersial Tiara Sendayan,Labu,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.7019786,101.8189544,3.5,8,0,Active,convenience_store,0.0,0,False,scraped,03-3362 6863,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,http://www.99speedmart.com.my/,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","No: 13 (Ground Floor Jalan Tiara Sendayan Biz 1 Pusat Komersial Tiara Sendayan, Labu"
ChIJoRRX0HnpzTER4J3uCy6fgpA,ChIJoRRX0HnpzTER4J3uCy6fgpA,CAFé by 7-Eleven Tiara Sendayan (2943),"No 21 (GF, Jalan Tiara Sendayan Biz 1, Pusat Komersial Tiara",Sendayan,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.7019475,101.8191262,4.4,7,0,Active,convenience_store,0.0,0,False,scraped,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://www.7eleven.com.my/cafe/?utm_source=GBP&utm_medium=GBP&utm_campaign=GBP,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","No 21 (GF, Jalan Tiara Sendayan Biz 1, Pusat Komersial Tiara, Sendayan"
ChIJKRPuP8DpzTERzlDE6oVYEXs,ChIJKRPuP8DpzTERzlDE6oVYEXs,Mesra,Malaysia,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara","Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.700926299999999,101.8221315,5.0,1,0,Active,convenience_store,0.0,0,False,scraped,,,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']",Malaysia
ChIJj0cJmI7pzTERHXWxpv9Upb8,ChIJj0cJmI7pzTERHXWxpv9Upb8,Kedai runcit shumeida enterprise,"No 75 jln tiara Sendayan, pusat perniagaan nada bidara, Taman Gadong Jaya",Labu,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6999759,101.8246732,0.0,0,0,Active,convenience_store,0.0,0,False,scraped,,,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","No 75 jln tiara Sendayan, pusat perniagaan nada bidara, Taman Gadong Jaya, Labu"
ChIJsdKiiiThzTERaY3Qx8giLE4,ChIJsdKiiiThzTERaY3Qx8giLE4,CAFé by 7-Eleven Taman Tunku Jaafar Seremban (245),"47, Jalan Ttj S/A, Taman Tuanku Jaafar",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.670526799999999,101.9966542,3.2,24,0,Active,convenience_store,0.0,0,False,scraped,06-578 2163,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://7cafe.7eleven.com.my/,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","47, Jalan Ttj S/A, Taman Tuanku Jaafar, Seremban"
ChIJT71fdwDhzTER1qItB-Al96o,ChIJT71fdwDhzTER1qItB-Al96o,CU mart,"87, Jalan TJ 2/4, Industri Tunku Jaafar 2",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6762642,102.0098621,5.0,1,0,Active,convenience_store,0.0,0,False,scraped,,,,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","87, Jalan TJ 2/4, Industri Tunku Jaafar 2, Seremban"
ChIJLbFpTibhzTERrh6gtrJRgA0,ChIJLbFpTibhzTERrh6gtrJRgA0,99 Speedmat 3838 (NS) Taman Bandar Senawang,"No: 23-G & 25-G (Ground Floor, Jalan Coco Drive 2, Taman Bandar Senawang",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6931935,102.0007769,0.0,0,0,Active,convenience_store,0.0,0,False,scraped,03-3362 6863,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,https://www.99speedmart.com.my/,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","No: 23-G & 25-G (Ground Floor, Jalan Coco Drive 2, Taman Bandar Senawang, Seremban"
ChIJMyQVsiPhzTERavCrJSQtpPY,ChIJMyQVsiPhzTERavCrJSQtpPY,CAFé by 7-Eleven Bandar Senawang (3158),"No.4, Jalan, 1, Taman Bandar Senawang",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.7019686,102.0082441,3.7,9,0,Active,convenience_store,0.0,0,False,scraped,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://www.7eleven.com.my/7cafe/,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","No.4, Jalan, 1, Taman Bandar Senawang, Seremban"
ChIJ02al5kLhzTERb2FXbmrtBNI,ChIJ02al5kLhzTERb2FXbmrtBNI,"Pernama,15 RAMD ttj.",MXJW+V9,Senawang,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.682140699999999,101.9958722,0.0,0,0,Active,convenience_store,0.0,0,False,scraped,,,,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","MXJW+V9, Senawang"
ChIJr6iuIcHgzTERXRacNfqt5c4,ChIJr6iuIcHgzTERXRacNfqt5c4,7-Eleven,"62, Jalan Orkid 2, Taman Senawang Indah",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.695284699999999,101.9989235,4.0,3,0,Active,convenience_store,0.0,0,False,scraped,,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","62, Jalan Orkid 2, Taman Senawang Indah, Seremban"
ChIJcZL5MQDhzTEREaoCESrd3Cw,ChIJcZL5MQDhzTEREaoCESrd3Cw,Runcit Kita-Kita Enterprise,"3, Link, Kawasan industri, No 17, Jalan tj 3/2, Senawang, Taman Tuanku Jaafar",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.662070899999999,102.0075105,0.0,0,0,Active,convenience_store,0.0,0,False,scraped,011-3967 3216,Monday: 7:15 AM – 9:00 PM | Tuesday: 7:15 AM – 9:00 PM | Wednesday: 7:15 AM – 9:00 PM | Thursday: 7:15 AM – 9:00 PM | Friday: 7:15 AM – 9:00 PM | Saturday: 7:15 AM – 9:00 PM | Sunday: 7:15 AM – 9:00 PM,,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","3, Link, Kawasan industri, No 17, Jalan tj 3/2, Senawang, Taman Tuanku Jaafar, Seremban"
ChIJmWoNXgDhzTERvp2-Ni34bfA,ChIJmWoNXgDhzTERvp2-Ni34bfA,7-Eleven,"4-25, Jalan Nusa Intan 1",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.7079985,102.0203445,5.0,1,0,Active,convenience_store,0.0,0,False,scraped,,,,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","4-25, Jalan Nusa Intan 1, Seremban"
ChIJqTmWxIXgzTERFtAg9Du81sc,ChIJqTmWxIXgzTERFtAg9Du81sc,99 Speedmart 1736 (NS) Taman Nusa Intan,"No: 1 (Single Storey, Jalan Nusa Intan 2/1, Taman Nusa Intan",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.7084722,102.0200556,3.8,77,0,Active,convenience_store,0.0,0,False,scraped,03-3362 6863,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,http://www.99speedmart.com.my/,0,"['convenience_store', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","No: 1 (Single Storey, Jalan Nusa Intan 2/1, Taman Nusa Intan, Seremban"
ChIJOQ8eUM3hzTERjlok0UBKxtQ,ChIJOQ8eUM3hzTERjlok0UBKxtQ,CAFé by 7-Eleven Taman Nusa Intan (3108),"9, Jalan Nusa Intan 2/1, Taman Nusa Intan",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.7085298,102.0201906,2.0,5,0,Active,convenience_store,0.0,0,False,scraped,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://7cafe.7eleven.com.my/,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","9, Jalan Nusa Intan 2/1, Taman Nusa Intan, Seremban"
ChIJER_OL8fgzTERqRdAhQHu-FU,ChIJER_OL8fgzTERqRdAhQHu-FU,99 Speedmart 1690 (NS) Taman Widuri Indah,"No 97 & 98 (Ground Floor, Jalan Widuri Indah 5, Taman Widuri Indah",Senawang,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6960907,101.9968137,4.0,5,0,Active,convenience_store,0.0,0,False,scraped,03-3362 6863,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,http://www.99speedmart.com.my/,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","No 97 & 98 (Ground Floor, Jalan Widuri Indah 5, Taman Widuri Indah, Senawang"
ChIJE_VNFcvhzTER93l9TjXHRaU,ChIJE_VNFcvhzTER93l9TjXHRaU,99 Speedmart 2580 (NS) Tuanku Jaafar 2,"No 35 & 37 (Ground Floor, Jalan Ttj S/A, Taman Tuanku Jaafar",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6709194,101.9963285,3.7,3,0,Active,convenience_store,0.0,0,False,scraped,03-3362 6863,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,http://www.99speedmart.com.my/,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","No 35 & 37 (Ground Floor, Jalan Ttj S/A, Taman Tuanku Jaafar, Seremban"
ChIJR-RXTDXhzTERok7d0C4vFPg,ChIJR-RXTDXhzTERok7d0C4vFPg,MASBUKTI TTJ,"SG GADUT, 23, Jalan Ttj S/A, Taman Tuanku Jaafar",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6711265,101.9960931,5.0,1,0,Active,convenience_store,0.0,0,False,scraped,06-856 0564,Monday: 9:00 AM – 7:00 PM | Tuesday: 8:30 AM – 7:00 PM | Wednesday: 8:30 AM – 7:00 PM | Thursday: 8:30 AM – 7:00 PM | Friday: Closed | Saturday: 9:00 AM – 7:00 PM | Sunday: 9:00 AM – 7:00 PM,,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","SG GADUT, 23, Jalan Ttj S/A, Taman Tuanku Jaafar, Seremban"
ChIJPX0c1EzpzTERdUr-wnIFB3M,ChIJPX0c1EzpzTERdUr-wnIFB3M,7-Eleven,"191, Jalan Pusat Dagangan Sendayan 3/3",Siliau,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6808297,101.8680078,3.0,9,0,Active,convenience_store,0.0,0,False,scraped,,,,0,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","191, Jalan Pusat Dagangan Sendayan 3/3, Siliau"
ChIJ5-Zrf4DpzTERkvncNKe9gqw,ChIJ5-Zrf4DpzTERkvncNKe9gqw,FamilyMart Sendayan,"No 21, Ground Floor, Persiaran Metro Park, Bandar Sri Sendayan",Seremban,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.6871906,101.8478979,2.2,56,0,Active,convenience_store,0.0,0,False,scraped,,Monday: 7:00 AM – 1:00 AM | Tuesday: 7:00 AM – 1:00 AM | Wednesday: 7:00 AM – 1:00 AM | Thursday: 7:00 AM – 1:00 AM | Friday: 7:00 AM – 1:00 AM | Saturday: 7:00 AM – 1:00 AM | Sunday: 7:00 AM – 1:00 AM,https://www.familymart.com.my/,0,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","No 21, Ground Floor, Persiaran Metro Park, Bandar Sri Sendayan, Seremban"
